,question,topic,quesiton
23,,Differential_Equations,"What is the equilibrium solution to the differential equation y' = -ky, where k is a constant?"
24,,Differential_Equations,Use the method of separation of variables to solve the differential equation dy/dx = 2x/(x^2 + 1).
25,,Differential_Equations,"Find the solution to the logistic differential equation dy/dt = ky(1 - y), where k is a constant and y(0) = 0.5."
26,,Differential_Equations,"Use Euler's method with step size h=0.1 to estimate the value of y(1), where y' = 3x and y(0) = 2."
27,,Differential_Equations,Find the solution to the differential equation y' = x^2 - 2xy + y^2.
28,,Differential_Equations,Determine the critical points and state the stability of each solution for the differential equation y' = -2x + 4y.
29,,Differential_Equations,"Use Laplace transforms to solve the initial value problem y'' + 2y' + y = t, y(0) = 1, y'(0) = 0."
30,,Differential_Equations,Find the general solution to the differential equation dy/dx + y = x^2
31,,Differential_Equations,"Solve the initial value problem dy/dx = 2x + 1, y(0) = 4"
32,,Differential_Equations,"Find the particular solution to the differential equation x^2 + yy' = x, given that y = 1 when x = 2."
33,,Differential_Equations,Determine if the function y = e^x is a solution to the differential equation y'' - y' = 0.
34,,Differential_Equations,Find the general solution to the differential equation y' + y = e^(-x)cos(x).
35,,Differential_Equations,"Solve the initial value problem y' = x^2 - y, y(0) = 3."
36,,Differential_Equations,"Show that the function y = cx is a solution to the differential equation y' = x^2, where c is any constant."
37,,Differential_Equations,Find the general solution to the differential equation y' + 2y = 6e^(-2x).
38,,Differential_Equations,Determine whether the function y = A/x is a solution to the differential equation xy' = 1 where A is a constant.
39,,Differential_Equations,"Solve the initial value problem y''' + 5y'' + 6y' = 0, y(0) = 0, y'(0) = 1, y''(0) = 2."
40,,Differential_Equations,"Solve the initial value problem y' = x - y, y(0) = 2"
41,,Differential_Equations,Find the general solution to the equation y' = 3y + 4
42,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation y'' - 2y' + y = 3x + 5
43,,Differential_Equations,"Determine the particular solution for the differential equation y' - 3xy = 4x^2, given y(1) = 2"
44,,Differential_Equations,Solve the linear homogeneous differential equation y' + y = 0
45,,Differential_Equations,Find the general solution to the differential equation y' = 2y + x + 1
46,,Differential_Equations,"Use Laplace transforms to solve the differential equation y'' + 8y' + 16y = 2, given y(0) = 0 and y'(0) = 5"
47,,Differential_Equations,"Determine the particular solution to the differential equation y'' + y' - 6y = 10e^-x, given y(0) = 4 and y'(0) = 2"
48,,Differential_Equations,"Find the solution to the initial value problem y' - 4y = x^2, y(0) = 3"
49,,Differential_Equations,"Use Euler's Method to approximate the solution to the differential equation y' = x - y, with y(0) = 2 and step size h = 0.2"
50,,Differential_Equations,Find the particular solution of the differential equation dy/dx = x^2 + 3x + 4 given the initial condition y(0) = 2.
51,,Differential_Equations,"Determine whether the function y = 2x + 1 is a solution of the differential equation dy/dx = 2x, and explain your reasoning."
52,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = 2y/(x+1).
53,,Differential_Equations,A tank initially contains 100 gallons of water and is being filled with a saline solution at a rate of 5 gallons per minute. The tank is also being drained at a rate of 3 gallons per minute. Write a differential equation that represents the amount of salt in the tank at any given time.
54,,Differential_Equations,Find the general solution of the first order linear differential equation dy/dx + y = x^2.
55,,Differential_Equations,A population of bacteria is growing at a rate proportional to its size with a growth constant of k = 0.05. Write a differential equation that represents the population of bacteria at any given time.
56,,Differential_Equations,Find the general solution of the homogeneous differential equation dy/dx = 2xy.
57,,Differential_Equations,"A ball is dropped from a height of 50 feet and experiences air resistance modeled by the differential equation dv/dt = 10 - 0.5v, where v is the velocity of the ball. What is the velocity of the ball after 5 seconds?"
58,,Differential_Equations,Use the substitution method to solve the differential equation dy/dx = y^2/(x^2 + 1).
59,,Differential_Equations,"A circuit contains a resistor, inductor, and capacitor in series with a voltage source, modeled by the differential equation (LC)d^2q/dt^2 + (RC)dq/dt + q/C = V(t), where q is the charge, L is the inductance, C is the capacitance, and R is the resistance. Find the general solution for q(t)."
60,,Differential_Equations,"Find the particular solution of the differential equation: y' = x + e^x, with y(0) = 0."
61,,Differential_Equations,Solve the differential equation: y'' + 4y' + 3y = 0.
62,,Differential_Equations,"Find the general solution of the differential equation: y' = 3x^2 + 2, with y(1) = 4."
63,,Differential_Equations,"Solve the initial value problem: y' - y = 2x, with y(0) = 1."
64,,Differential_Equations,Find the general solution of the differential equation: y' = 2x + e^x.
65,,Differential_Equations,Solve the differential equation: y'' + y = sinx.
66,,Differential_Equations,"Find the particular solution of the differential equation: y' = 2xy + x, with y(1) = 7."
67,,Differential_Equations,"Solve the initial value problem: y'' - 4y' + 4y = 3sinx, with y(0) = 2 and y'(0) = -1."
68,,Differential_Equations,Find the general solution of the differential equation: y' + y = cos2x.
69,,Differential_Equations,Solve the differential equation: y'' + 3y' + 2y = 2e^x.
70,,Differential_Equations,Find the general solution for the differential equation dy/dx = x^2 + y
71,,Differential_Equations,"Solve the initial value problem for the differential equation y' = 2xy, y(0) = 1"
72,,Differential_Equations,"For the differential equation y'' + 4y = 0, find the solution using the method of undetermined coefficients."
73,,Differential_Equations,"Find the particular solution for the differential equation y'' - 3y' + 2y = 6x^2, given that y(0) = 0 and y'(0) = 1."
74,,Differential_Equations,Determine whether the given function y = x^2 is a solution to the differential equation y' = 2x + y.
75,,Differential_Equations,Use separation of variables to solve the differential equation y' = x^2 + y^2.
76,,Differential_Equations,Find the general solution for the differential equation dy/dx = xy + 1.
77,,Differential_Equations,"Solve the boundary value problem y'' + 3y = e^x, y(0) = 0, y(1) = 2."
78,,Differential_Equations,"Find a solution to the differential equation y' + y = e^-x, where y(0) = 1."
79,,Differential_Equations,Determine whether the function y = e^x + 2x - 1 is a solution to the differential equation y' = y - x.
80,,Differential_Equations,Find the general solution to the differential equation dy/dx = 2x.
81,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = x(2y+1).
82,,Differential_Equations,Find the particular solution to the differential equation y′=5x−3y with the initial condition y(0)=2.
83,,Differential_Equations,"Solve the initial value problem dy/dx = 3x^2 − 6, y(0) = 5."
84,,Differential_Equations,Use Euler's method with step size h = 0.5 and starting value y(0) = 0 to estimate y(1) for the differential equation y′=xy with y(0)=0.
85,,Differential_Equations,Find the general solution to the homogeneous differential equation y'+2y=4x.
86,,Differential_Equations,"Solve the initial value problem y'=2x+5, y(0)=1."
87,,Differential_Equations,Use the substitution y = vx to solve the differential equation xy′=y+3x2.
88,,Differential_Equations,"Find the solution to the initial value problem y''+y=0, y(0)=6, y'(0)=4."
89,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = x/y.
90,,Differential_Equations,What is the general solution to the differential equation dy/dx = x + y?
91,,Differential_Equations,Find the particular solution to the differential equation d^2y/dx^2 = 3x - 2.
92,,Differential_Equations,How can you use separation of variables to solve the differential equation dy/dx = sin(x)cos(y)?
93,,Differential_Equations,Determine the equilibrium points of the system dy/dt = y(3-y) and plot the phase diagram.
94,,Differential_Equations,"Solve the differential equation dy/dx + 2xy = 3x, given that y(0) = 1."
95,,Differential_Equations,Find the integrating factor of the differential equation (x+2)ydx + (y-3)dx = 0 and use it to solve the equation.
96,,Differential_Equations,"Use Euler's method to approximate the solution to the differential equation dy/dx = x^2 + y, with y(0) = 1 and a step size of 0.2."
97,,Differential_Equations,"A radioactive substance decays according to the differential equation dN/dt = -0.05N, where N is the amount present in grams. If there were initially 100 grams, find the amount remaining after 1 year."
98,,Differential_Equations,"Solve the initial value problem y'' + 2y' + 5y = 0, y(0) = 1, y'(0) = 0."
99,,Differential_Equations,Find the general solution to the differential equation (2dy/dx)sinx + 2y = 5.
100,,Differential_Equations,What is the solution to the differential equation dy/dx = x?
101,,Differential_Equations,Find the particular solution to the differential equation y'' + 2y' = 4x.
102,,Differential_Equations,What is the general solution to the differential equation d^2y/dx^2 + 2dy/dx + y = 0?
103,,Differential_Equations,Solve the differential equation (x^2)y' + xy = x^3.
104,,Differential_Equations,"Find the solution to the initial value problem dy/dx = 2x + 1, y(0) = 1."
105,,Differential_Equations,What is the general solution to the differential equation 2x^2y' + 4xy = x^3?
106,,Differential_Equations,"Find the unique solution to the initial value problem dy/dx = 3x^2 + 4, y(1) = 2."
107,,Differential_Equations,Solve the second order differential equation d^2y/dx^2 - 4y = 0.
108,,Differential_Equations,What is the solution to the differential equation (x^2)y'' + x(y')^2 = 1?
109,,Differential_Equations,Find the general solution to the differential equation 3xy'' + 2y' = 6.
110,,Differential_Equations,Find the general solution of the differential equation: y'' + 4y' - 5y = 0.
111,,Differential_Equations,"Determine the particular solution of the initial value problem: y' + y = 6, y(0) = 2."
112,,Differential_Equations,Solve the differential equation: x^2y'' + xy' - y = 0.
113,,Differential_Equations,Find the solution of the differential equation: dy/dx = x^2 - 5x + 4.
114,,Differential_Equations,Determine the general solution of the second-order homogeneous differential equation: y'' - 9y = 0.
115,,Differential_Equations,"Solve the initial value problem: y' + y = 2x + 4, y(0) = 3."
116,,Differential_Equations,Find the solution of the differential equation: y' + 2xy = e^x.
117,,Differential_Equations,Determine the general solution of the nonlinear differential equation: y' = y^2 + 2x.
118,,Differential_Equations,"Solve the initial value problem: y' - 3y = 6x + 2, y(0) = 1."
119,,Differential_Equations,Find the general solution of the differential equation: y' + y = 2sinx.
120,,Differential_Equations,Find the general solution of the differential equation dy/dx = x^2 + 3x + 2
121,,Differential_Equations,"Solve the initial value problem dy/dx = 2e^x, y(0) = 5"
122,,Differential_Equations,Verify that y = x + c is a solution to the differential equation dy/dx = 1/x
123,,Differential_Equations,Find the particular solution to the differential equation d^2y/dx^2 = 2 + 3x with initial conditions y(1) = 3 and y'(1) = 2
124,,Differential_Equations,Use the method of separation of variables to solve the differential equation dy/dx = y^2 + 2x
125,,Differential_Equations,Find the integrating factor for the differential equation dy/dx + y = e^x
126,,Differential_Equations,Solve the differential equation d^2y/dx^2 + 4y = 0
127,,Differential_Equations,Find the general solution to the differential equation d^2y/dx^2 + y = 2x + 3cos(x)
128,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation dy/dx + 3y = 6x^2 + 5
129,,Differential_Equations,Find the particular solution to the differential equation d^2y/dx^2 + 2dy/dx + 5y = 2e^x with initial conditions y(0) = 1 and y'(0) = 0
130,,Differential_Equations,What is the general solution of the first-order differential equation dy/dx = x^2 + xy?
131,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 3x - 2 with initial condition y(0) = 4.
132,,Differential_Equations,Determine the order of the differential equation d^2y/dx^2 + 2(d^3y/dx^3)^2 = 2x.
133,,Differential_Equations,"Solve the first-order linear differential equation (1 + x^2)dy/dx + xy = 1, with initial condition y(0) = 3."
134,,Differential_Equations,Find the general solution to the second-order homogeneous differential equation d^2y/dx^2 - 5(dy/dx) + 6y = 0.
135,,Differential_Equations,"What is the particular solution to the differential equation d^3y/dx^3 + 3(d^2y/dx^2) - 4(dy/dx) = 10e^2x, with initial conditions y(0) = 1, dy/dx(0) = 4, d^2y/dx^2(0) = 8?"
136,,Differential_Equations,Determine the order of the differential equation (d^2y/dx^2)(d^3y/dx^3)(dy/dx) = 0.
137,,Differential_Equations,Solve the first-order separable differential equation dy/dx = sin(x)/y^2.
138,,Differential_Equations,Find the general solution to the second-order linear differential equation d^2y/dx^2 + 4(dy/dx) + 3y = tan(x).
139,,Differential_Equations,"What is the particular solution to the differential equation (d^2y/dx^2)(d^3y/dx^3) + 5(dy/dx)^3 = 0, with initial conditions y(0) = 1, dy/dx(0) = 2, d^2y/dx^2(0) = 3?"
140,,Differential_Equations,What is the general solution to the differential equation dy/dx = 3x + 5?
141,,Differential_Equations,Find the particular solution to the differential equation y'' - 4y' + 3y = 12x.
142,,Differential_Equations,Use Euler's method to approximate the solution to the differential equation y' = 2y with initial condition y(0) = 1.
143,,Differential_Equations,Solve the initial value problem y' = 4xy with y(0) = 2.
144,,Differential_Equations,Find the integrating factor for the differential equation (3x + 2)y' + 5y = 10.
145,,Differential_Equations,Use Laplace transforms to solve the initial value problem y'' + 3y' + 2y = 0 with y(0) = 1 and y'(0) = 0.
146,,Differential_Equations,"Determine the stability of the equilibrium point (0,0) for the differential equation x' = x^2 - y^2, y' = 2xy."
147,,Differential_Equations,Find the general solution to the linear second-order differential equation y'' - 4y' + 4y = e^(2x).
148,,Differential_Equations,Use power series methods to find a solution to the differential equation y' = 2xy with y(0) = 1.
149,,Differential_Equations,Determine whether the differential equation y' = x^2 + y^2 has any limit cycles.
150,,Differential_Equations,What is the general solution to the differential equation dy/dx = 2x?
151,,Differential_Equations,"Find the particular solution to the initial value problem dy/dx = y, y(0) = 1."
152,,Differential_Equations,Write the differential equation that models the rate of change of population growth for a certain species.
153,,Differential_Equations,"Given the differential equation dy/dx = 3xy, find the solution that satisfies the initial condition y(0) = 2."
154,,Differential_Equations,"Using separable variables, solve the differential equation dy/dx = x + 2/y."
155,,Differential_Equations,Find the equilibrium solution for the differential equation dy/dx = 3y - 6.
156,,Differential_Equations,"A chemical reaction is modeled by the differential equation dx/dt = 0.8xy, y(0) = 5. Find x as a function of t."
157,,Differential_Equations,A spring system is described by the differential equation d^2x/dt^2 + 5 dx/dt + 6x = 0. Find the general solution.
158,,Differential_Equations,"A falling object is modeled by the differential equation dv/dt = -9.8 - 0.3v, where v is the velocity. Find the velocity at t = 10 seconds."
159,,Differential_Equations,"A circuit is modeled by the differential equation dI/dt + 4I = 10, with initial condition I(0) = 2. Solve for the current as a function of time."
160,,Differential_Equations,Find the general solution to the differential equation dy/dx = cos(x).
161,,Differential_Equations,Solve the initial value problem dy/dx = 2x + 3 with y(0) = 4.
162,,Differential_Equations,Determine the particular solution to the equation d^2x/dt^2 + 4x = 6sin(t).
163,,Differential_Equations,Find the first-order linear differential equation that models the motion of an object with a drag force proportional to its velocity.
164,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = 3x^2 cos(x).
165,,Differential_Equations,Find the solution to the differential equation d^2y/dx^2 + 4y = 0 with initial conditions y(0) = 3 and y'(0) = 1.
166,,Differential_Equations,Find the general solution to the homogeneous differential equation d^3x/dt^3 + 6d^2x/dt^2 + 8dx/dt + 8x = 0.
167,,Differential_Equations,Find the particular solution to the equation d^2y/dt^2 + 9y = 2t^2 with initial conditions y(0) = 1 and y'(0) = 0.
168,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation d^2y/dt^2 + 4y = sin(2t).
169,,Differential_Equations,Find the general solution to the equation d^3y/dx^3 - 3d^2y/dx^2 + 3dy/dx - y = e^x.
170,,Differential_Equations,Find the general solution to the differential equation y' + 2xy = 3x
171,,Differential_Equations,"Solve the initial value problem y' = x + e^x, y(0) = 2"
172,,Differential_Equations,Verify that y(x) = e^-x is a solution to the differential equation y' + y = 0
173,,Differential_Equations,Determine the type of differential equation and its order: y'' + 3xy' - 2y = 0
174,,Differential_Equations,Find the particular solution to the differential equation y' + y = sin(x) with initial condition y(0) = 1
175,,Differential_Equations,Solve the differential equation (1 + y^2)dx - 2xydy = 0 analytically
176,,Differential_Equations,Verify that y(x) = Ce^-x is a solution to the differential equation y' + y = 0 for any constant C
177,,Differential_Equations,Use the method of separation of variables to solve the differential equation y' = x^2 + y^2
178,,Differential_Equations,Find the general solution to the homogeneous differential equation x^2y'' + 3y' = 0
179,,Differential_Equations,"Solve the initial value problem y' = x + x^2, y(0) = 1 using the method of undetermined coefficients"
180,,Differential_Equations,"Given the differential equation dy/dx = 4x + 3, solve for y."
181,,Differential_Equations,"Find the solution to the initial value problem dy/dx = 2x + 1, y(1) = 3."
182,,Differential_Equations,Find the general solution to the differential equation dy/dx = x^2 + 1.
183,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = 2x/y.
184,,Differential_Equations,"Find the particular solution to the differential equation dP/dt = 0.1P(100 - P), where P(0) = 1000."
185,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation d^2y/dx^2 + 4dy/dx + 4y = e^(-x).
186,,Differential_Equations,Find the steady-state solutions (equilibrium solutions) to the differential equations dy/dt = -4y and dP/dt = 0.2P(10 - P).
187,,Differential_Equations,"If the population of a city is growing exponentially at a rate of 3% per year and there are currently 100,000 people, write a differential equation that models the population growth."
188,,Differential_Equations,Find the solution to the differential equation dy/dx + y = sin(x) with the initial condition y(0) = 1.
189,,Differential_Equations,Use the method of variation of parameters to solve the differential equation d^2y/dx^2 - 7dy/dx + 10y = x^3.
190,,Differential_Equations,"Solve the initial value problem: dy/dx = x + 2y, y(0) = 1"
191,,Differential_Equations,Find the exact solution of the differential equation: y'' - 3y' + 2y = 0
192,,Differential_Equations,Use separation of variables to solve the differential equation: x(dy/dx) = y + 1
193,,Differential_Equations,Find the general solution of the differential equation: y'' + 4y' + 4y = sin(x)
194,,Differential_Equations,"Solve the boundary value problem: y'' + y = 2x^2, y(0) = 0, y(1) = 1"
195,,Differential_Equations,Use the method of undetermined coefficients to find a particular solution of the differential equation: y'' - 3y' + 2y = 3x + 1
196,,Differential_Equations,Find a series solution for the differential equation: y'' + y' - y = 0
197,,Differential_Equations,"Solve the initial value problem: y' + ky = 3, y(0) = 2"
198,,Differential_Equations,"Find the eigenvalues and eigenfunctions for the boundary value problem: y'' + 4y = λy, y(0) = y(π) = 0"
199,,Differential_Equations,"Use the Laplace transform to solve the differential equation: y'' + 2y' + y = cos(2t), y(0) = 1, y'(0) = 0"
200,,Differential_Equations,
201,,Differential_Equations,the general solution of the differential equation y'' - 2y' + y = 0.
202,,Differential_Equations,
203,,Differential_Equations,"the initial value problem: y' + 2y = 5, y(0) = 1."
204,,Differential_Equations,
205,,Differential_Equations,the particular solution of the differential equation y' - 6xy = xe^(3x).
206,,Differential_Equations,
207,,Differential_Equations,"separation of variables, solve the initial value problem: y' = x^2 + y, y(1) = 2."
208,,Differential_Equations,
209,,Differential_Equations,the solution to the differential equation y' + 3y = 4x^3.
210,,Differential_Equations,
211,,Differential_Equations,"the initial value problem: y'' + y = sin(x), y(0) = 1, y'(0) = 0."
212,,Differential_Equations,
213,,Differential_Equations,the solution to the differential equation y' + y = x^2e^(-x).
214,,Differential_Equations,
215,,Differential_Equations,"the initial value problem: y' = 2xy, y(0) = 1."
216,,Differential_Equations,
217,,Differential_Equations,"the method of undetermined coefficients, find the general solution of the differential equation y' - 2y = 3x + 1."
218,,Differential_Equations,
219,,Differential_Equations,"the initial value problem: y' = sin(2x), y(0) = 0."
220,,Differential_Equations,Find the general solution of the differential equation: dy/dx = x cos(x).
221,,Differential_Equations,"Solve the differential equation: y"" + 4y' + 5y = 0."
222,,Differential_Equations,"Given the initial value problem y' = 2xy, y(0) = 3, find the particular solution."
223,,Differential_Equations,Find the solution of the differential equation: x^2y' + x^3y = sin(x).
224,,Differential_Equations,Solve: y' + y = e^x.
225,,Differential_Equations,"Find the solution of the differential equation: y' + 2xy = x^2, given y(1) = 2."
226,,Differential_Equations,Solve the differential equation: dy/dx = (x^2 + y^2)^0.5.
227,,Differential_Equations,Find the solution of the differential equation: y' = y + x + 1.
228,,Differential_Equations,"Given the initial value problem y' = y^2 + 1, y(0) = 1, find the particular solution."
229,,Differential_Equations,"Solve the differential equation: 2xyy' = y, given y(2) = 2."
230,,Differential_Equations,Solve the initial value problem:
231,,Differential_Equations,"y' + y = 3, y(0) = 2"
232,,Differential_Equations,Find the particular solution to the differential equation:
233,,Differential_Equations,"dy/dx = 3x^2, y(1) = 4"
234,,Differential_Equations,Determine whether the differential equation is separable or not:
235,,Differential_Equations,(xy +1)dx + (y^2 + 2x)dy = 0
236,,Differential_Equations,Find the general solution to the differential equation:
237,,Differential_Equations,y' = 5y + 3x
238,,Differential_Equations,Solve the initial value problem:
239,,Differential_Equations,"y' + y/x - 3 = 0, y(1) = 2"
240,,Differential_Equations,Determine the particular solution to the differential equation:
241,,Differential_Equations,"dy/dx = y^2 + x, y(0) = 1"
242,,Differential_Equations,Find the solution to the differential equation:
243,,Differential_Equations,"y' = x^3y + 4, y(2) = 5, using the method of integrating factors"
244,,Differential_Equations,Solve the initial value problem:
245,,Differential_Equations,"(1+e^x)y' = x, y(0) = 2"
246,,Differential_Equations,Find the general solution to the differential equation:
247,,Differential_Equations,y' - 2xy = e^x
248,,Differential_Equations,Determine the particular solution to the differential equation:
249,,Differential_Equations,"(1+x)y' - y = 2x, y(1) = 3, using the method of undetermined coefficients"
250,,Differential_Equations,"Solve the initial value problem: dy/dx = 2x, y(0) = 3"
251,,Differential_Equations,Find the general solution of the differential equation: dy/dx = x^2 + 6x - 4
252,,Differential_Equations,"Determine the particular solution of the differential equation: dy/dx + 3y = 4x, given that y(0) = 2"
253,,Differential_Equations,Use separation of variables to solve the differential equation: dy/dx = 2xy
254,,Differential_Equations,"Find the solution of the differential equation: dy/dx + y = x^3, given that y(0) = 1"
255,,Differential_Equations,Use the method of undetermined coefficients to find the solution of the differential equation: dy/dx + y = 5e^(2x)
256,,Differential_Equations,"Solve the boundary value problem: y'' + 2y' + 3y = 0, y(0) = 2, y(1) = 1"
257,,Differential_Equations,Find the equilibrium solutions of the differential equation: dy/dx = 2x - y^2
258,,Differential_Equations,"Use the Laplace transform to solve the differential equation: dy/dx + 2y = 6x, given that y(0) = -4"
259,,Differential_Equations,"Find the particular solution of the differential equation: d^2y/dx^2 + 5dy/dx + 6y = 2x + 3, given that y(0) = 0 and y'(0) = 2"
260,,Differential_Equations,What is the general solution to the differential equation dy/dx = 2x?
261,,Differential_Equations,"Find the particular solution to the initial value problem dy/dx = x^2, y(0) = 1"
262,,Differential_Equations,Solve the differential equation (x^2 + y)dx + (2xy - 3x)dy = 0
263,,Differential_Equations,What type of differential equation is d^2y/dx^2 = -2y?
264,,Differential_Equations,"Using separation of variables, find the solution to dy/dx = 2e^x + 3x"
265,,Differential_Equations,What is the Laplace transform of the differential equation d^2y/dx^2 + 4y = 0?
266,,Differential_Equations,"Solve the initial value problem d^2y/dt^2 + 2dy/dt + y = 0, y(0) = 3, dy/dt(0) = 1"
267,,Differential_Equations,Find the equilibrium solutions for the differential equation dx/dt = x^2 - 4x + 3
268,,Differential_Equations,"What is the solution to the logistic differential equation dy/dt = ky(1 - y/10), y(0) = 2, k = 0.5"
269,,Differential_Equations,"Using the method of integrating factors, find the solution to the differential equation (xsinx + ycosx)dx + (ycosx - xsinx)dy = 0"
270,,Differential_Equations,
271,,Differential_Equations,What is the general solution to the differential equation y'(x) + y(x) = e^x?
272,,Differential_Equations,"In logistic growth, what is the differential equation that models the rate of change of population growth?"
273,,Differential_Equations,"Find the solution to the initial value problem x'' - 4x' + 3x = 0, x(0) = 1, x'(0) = 2."
274,,Differential_Equations,What is the Laplace transform of the differential equation y'' + 4y' + 3y = sin(2x)?
275,,Differential_Equations,"In thermodynamics, what is the differential equation that describes the rate of change of temperature in a system?"
276,,Differential_Equations,"Find the solution to the differential equation xy' + y = x, given that y(1) = 1."
277,,Differential_Equations,What is the equilibrium solution for the differential equation y' = y(1-y)?
278,,Differential_Equations,"In electrical engineering, what is the differential equation that models the flow of current in a circuit?"
279,,Differential_Equations,Find the general solution to the differential equation y'' + 2y' - 8y = 0.
280,,Differential_Equations,What is the differential equation that describes the motion of a pendulum?
281,,Differential_Equations,What is the general solution to the differential equation dy/dx = 3x + 2?
282,,Differential_Equations,Find the particular solution to the differential equation dy/dx = xe^x.
283,,Differential_Equations,Determine the order and degree of the differential equation 3y'' + 5y' + 2y = cos(x).
284,,Differential_Equations,"Solve the initial value problem y'' + 4y = 3x, y(0) = 4, y'(0) = 1."
285,,Differential_Equations,Find the eigenvalues and eigenvectors of the differential equation y'' + 2y' + y = 0.
286,,Differential_Equations,"Given the differential equation y' = 2x + sin(x), what is the value of y when x = 0?"
287,,Differential_Equations,Rewrite the second-order differential equation y'' + 3y' + 4y = 0 as a first-order system.
288,,Differential_Equations,Find the Green's function for the differential equation y'' + 6y' + 8y = 10.
289,,Differential_Equations,Use the Laplace transform to solve the differential equation y'' + 5y' + 6y = 0.
290,,Differential_Equations,What is the general solution to the differential equation y' - xy = x?
291,,Differential_Equations,Find the general solution of the differential equation dy/dx = 2x.
292,,Differential_Equations,Determine the particular solution of the differential equation d²y/dx² = x² + 3x.
293,,Differential_Equations,"Solve the initial value problem dy/dx = 2x, y(0) = 5."
294,,Differential_Equations,Find the explicit solution of the differential equation y' = 3x² + 4y.
295,,Differential_Equations,"What is the meaning of the term ""separable"" when talking about differential equations?"
296,,Differential_Equations,Find the implicit solution of the differential equation (1-y)y' = x.
297,,Differential_Equations,Determine the solution of the differential equation y' = 2x/y.
298,,Differential_Equations,What is the order of a differential equation and how does it affect its solution?
299,,Differential_Equations,Solve the Bernoulli differential equation dy/dx + 2xy = x² + y.
300,,Differential_Equations,Discuss the existence and uniqueness theorem for first-order differential equations.
301,,Differential_Equations,Find the particular solution of the differential equation dy/dx = 2x + 5 with the initial condition y(0) = 3.
302,,Differential_Equations,Determine if the function y = x^2 + 1 is a solution to the differential equation dy/dx = 2x.
303,,Differential_Equations,"Solve the initial-value problem dy/dx = 3x^2 + 6x, y(0) = 2."
304,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = x/y.
305,,Differential_Equations,Find the general solution of the differential equation dy/dx = 4xe^x.
306,,Differential_Equations,Determine if the function y = cos(x) is a solution to the differential equation dy/dx + y = sin(x).
307,,Differential_Equations,"Solve the initial-value problem dy/dx = 2xy, y(1) = 1."
308,,Differential_Equations,Use the method of undetermined coefficients to find a particular solution of the differential equation dy/dx + 4y = 12x^2 + 8x + 3.
309,,Differential_Equations,Find the general solution of the differential equation dy/dx = 2(x+1)^4.
310,,Differential_Equations,Determine if the function y = ln(x) is a solution to the differential equation dy/dx = 1/x.
311,,Differential_Equations,Determine the general solution of the differential equation y' + xy = x.
312,,Differential_Equations,"Find the particular solution of the differential equation y' = 3x^2 - 4x, given that y(1) = 5."
313,,Differential_Equations,"Solve the initial value problem y' + sin(x)y = x, y(0) = 2."
