,question,topic,quesiton
38,,Applications_of_Integration,"A helicopter is flying at a constant speed of 100 kilometers per hour at an altitude of 500 meters. If the pilot wants to drop a package at a designated location on the ground, how far horizontally from the helicopter should the package be released in order to"
39,,Applications_of_Integration,What is the total area under the curve of y = 3x^2 + 2 from x = 0 to x = 5?
40,,Applications_of_Integration,"A swimming pool has a varying depth given by the equation d(x) = 4x^2 + 2x, where x is the distance from the shallow end in meters. What is the total volume of the pool from x = 0 to x = 10?"
41,,Applications_of_Integration,"Find the maximum and minimum value of the function y = x^2 - 4x + 6 over the interval [0,5]."
42,,Applications_of_Integration,A car is accelerating from rest at a rate of 4m/s^2. How far does the car travel in the first 10 seconds?
43,,Applications_of_Integration,A cylindrical tank has a radius of 5m and a height of 10m. Water is being pumped into the tank at a rate of 2m^3/min. How much water is in the tank after 15 minutes?
44,,Applications_of_Integration,The cost of producing x units of a product is given by C(x) = 100 + 2x + 0.5x^2. Find the minimum cost of producing 100 units of the product.
45,,Applications_of_Integration,"The demand and supply equations of a product are given by D(p) = 5000 - 50p and S(p) = 2000 + 100p, where p is the price. Find the equilibrium price and quantity."
46,,Applications_of_Integration,A spherical balloon is being inflated with air at a rate of 10 cm^3/s. How fast is the radius of the balloon increasing when the diameter is 20cm?
47,,Applications_of_Integration,"The drag force on a rocket in flight is given by F(x) = 1500x - 200, where x is the speed of the rocket in m/s. What is the deceleration of the rocket when it reaches a speed of 500 m/s?"
48,,Applications_of_Integration,A particle moves along the x-axis with the position function x(t) = t^3 - 6t^2 + 9t. Find the total distance traveled by the particle from t = 0 to t = 5.
49,,Applications_of_Integration,"What is the volume of a solid with a circular base of radius 2 and height 5, using the method of cylindrical shells?"
50,,Applications_of_Integration,"A rocket is launched with an initial velocity of 1000 ft/s. What is the altitude of the rocket after 10 seconds, assuming a constant acceleration of -32 ft/s^2?"
51,,Applications_of_Integration,"A tank is being filled with water at a rate of 5 gallons per minute. After 10 minutes, how much water has been added to the tank?"
52,,Applications_of_Integration,Find the surface area of a cone with a radius of 3 cm and a slant height of 10 cm using the method of cross sections.
53,,Applications_of_Integration,A block of metal has a cross-sectional area of 5 square inches and a density of 10 pounds per inch. What is the total mass of the block?
54,,Applications_of_Integration,A farmer wants to build a rectangular pen with a fixed perimeter of 100 meters. What is the maximum area of the pen?
55,,Applications_of_Integration,"The speed of a car is given by s(t)=4t^2-10t+15, where t is time in seconds. What is the distance traveled by the car in the first 3 seconds?"
56,,Applications_of_Integration,A chemical reaction is occurring at a rate of 5 moles per minute. How many moles will have reacted after 10 minutes?
57,,Applications_of_Integration,"A circular swimming pool has a diameter of 20 feet. How much water is needed to fill the pool to a depth of 8 feet, assuming the pool has a slope of 2 feet on the sides?"
58,,Applications_of_Integration,"The rate of heat loss from a building is given by dQ/dt=-kA(T1-T2), where k is a constant, A is the surface area, and T1 and T2 are the temperatures inside and outside the building, respectively. If the inside temperature is 75 degrees and the outside temperature is 20 degrees, how long will it take for the building to cool down by 10 degrees?"
59,,Applications_of_Integration,What is the total area under the curve of f(x) from x = 0 to x = 2 given by the function f(x) = x^2 + 3x + 5?
60,,Applications_of_Integration,"A tank is being filled with water at a constant rate of 10 L/min. If the tank has a height of 5 meters and a radius of 2 meters, what is the volume of water in the tank after 30 minutes?"
61,,Applications_of_Integration,A particle is moving along the x-axis with a velocity given by v(t) = t^2 - 3t. What is the total distance traveled by the particle from t = 0 to t = 5?
62,,Applications_of_Integration,"A car is traveling at a constant speed of 60 km/h. If the car initially has a position of 0 km, what is its displacement after 2 hours?"
63,,Applications_of_Integration,"A farmer wants to build a rectangular pen with an area of 1000 square meters for his animals. If he has 100 meters of fencing, what should be the dimensions of the pen to maximize the enclosed area?"
64,,Applications_of_Integration,A cylindrical tank with a radius of 3 meters is being filled with water at a rate of 4 cubic meters per minute. How long will it take to fill the tank to a height of 6 meters?
65,,Applications_of_Integration,"A company is producing a new product which will have a daily production cost of C(x) = 50x + 1000 dollars, where x is the number of units produced. What is the total cost of production for 100 units?"
66,,Applications_of_Integration,"A ball is dropped from the top of a building, 100 meters above the ground. If its position after t seconds is given by s(t) = -5t^2 + 100, what is its velocity when it hits the ground?"
67,,Applications_of_Integration,"The rate of change of the population of a town is given by P'(t) = 100t + 500. If the initial population is 1000, what will be the population after 5 years?"
68,,Applications_of_Integration,"An oil well has a production rate of 500 barrels per day and a cost function of C(x) = 0.01x^2 + 1000 dollars, where x is the number of barrels produced. How many barrels should be produced daily to minimize the cost of producing oil for 30 days?"
69,,Applications_of_Integration,Find the total distance traveled by a car accelerating at a constant rate of 5 m/s^2 for 10 seconds starting from rest.
70,,Applications_of_Integration,A tank initially contains 100 gallons of water and is being drained at a rate of 3 gallons per minute. How long will it take for the tank to be empty?
71,,Applications_of_Integration,A snowplow is pushing snow off a road at a rate of 10 cubic feet per minute. How much snow will be removed after 15 minutes?
72,,Applications_of_Integration,"A particle is moving along the x-axis with a velocity given by v(t) = t^2 - 3t + 2, where t is measured in seconds. Find the total distance traveled by the particle from t = 0 to t = 5 seconds."
73,,Applications_of_Integration,A cylindrical tank with a radius of 2 meters is being filled with water at a rate of 5 cubic meters per minute. How fast is the water level rising when the depth is 3 meters?
74,,Applications_of_Integration,"A spring has a natural length of 10 cm and a force constant of 2 N/cm. If a force of 8 N is required to hold it stretched to a length of 20 cm, how much work is done in stretching the spring from its natural length to 25 cm?"
75,,Applications_of_Integration,"A ladder is resting against a wall and is sliding down at a rate of 1 meter per minute. If the base of the ladder is initially 5 meters away from the wall, how fast is the top of the ladder moving down when the base is 3 meters away from the wall?"
76,,Applications_of_Integration,"A population of bacteria is growing at a rate of 1000e^(0.2t) cells per hour, where t is the time in hours. How many bacteria will there be after 5 hours?"
77,,Applications_of_Integration,"A rectangle has one side on the x-axis and the opposite corner at the point (4,6). If the area of the rectangle is increasing at a rate of 10 square units per minute, how fast is the other side changing when the length of the x-axis side is 3 units?"
78,,Applications_of_Integration,"A cone-shaped cup is being filled with ice cream at a constant rate of 10 cubic inches per minute. If the cone has a radius of 4 inches and a height of 10 inches, how long will it take to fill the cone completely?"
79,,Applications_of_Integration,"Find the volume of the solid formed by rotating the region bounded by the curves y = x^2, y = 0, x = 1 about the y-axis."
80,,Applications_of_Integration,"A tank containing a radioactive substance has a decay rate of 5% per year. If the initial amount of the substance is 100 grams, how much will be left after 10 years?"
81,,Applications_of_Integration,A spherical balloon with a radius of 5 inches is being inflated at a rate of 3 cubic inches per second. How fast is the surface area of the balloon increasing when the radius is 8 inches?
82,,Applications_of_Integration,A water trough in the shape of a triangular prism with base 3m and height 2m is being filled with water at a rate of 0.5 cubic meters per minute. How long will it take to fill the trough?
83,,Applications_of_Integration,"A farmer wants to enclose a rectangular area of 2400 square meters for a sheep pen. If one side of the pen is bounded by an existing fence, what are the dimensions of the pen that require the least amount of fencing?"
84,,Applications_of_Integration,"Three people are carrying a 16-foot long ladder up a 12-foot tall wall. If the bottom of the ladder is sliding at a rate of 2 feet per second, how fast is the top of the ladder moving down the wall when the bottom is 8 feet from the wall?"
85,,Applications_of_Integration,"A 7-foot tall person is standing near a lighthouse that is 90 feet tall. If the person casts a shadow that is 18 feet long, how long is the shadow of the lighthouse?"
86,,Applications_of_Integration,A particle is moving along a straight line with velocity given by v(t) = 2t - t^2. Find the total distance traveled by the particle in the first 5 seconds.
87,,Applications_of_Integration,A rectangular box with a square base and no lid is to be made from a sheet of cardboard with an area of 480 square inches by cutting out squares of side x inches from each corner and folding up the sides. What value of x will result in a box with the largest possible volume?
88,,Applications_of_Integration,"A pest control company determines that the number of pests in an area can be reduced by using a certain amount of poison, P, as follows: dP/dt = -0.5P + 1.5e^-t, where t is the elapsed time in days. If the initial amount of poison used is 10 grams"
89,,Applications_of_Integration,Find the area between the curves y = x^2 and y = 4x - x^2.
90,,Applications_of_Integration,"A tank is being filled with water at a rate of 5 cubic feet per minute. If the tank has a height of 10 feet and a radius of 4 feet, how much water is in the tank after 30 minutes?"
91,,Applications_of_Integration,"A ball is thrown off a cliff with an initial velocity of 30 ft/s. If the height of the cliff is 100 feet and the acceleration due to gravity is -32 ft/s^2, how far from the base of the cliff does the ball land?"
92,,Applications_of_Integration,"A cylindrical tank with a radius of 5 feet and a height of 20 feet is filled with oil. If the oil is being drained at a rate of 2 cubic feet per minute, how fast is the oil level decreasing when the oil is 10 feet deep?"
93,,Applications_of_Integration,"A large cone with a height of 15 feet and a radius of 8 feet is being filled with sand. If the rate of sand being poured into the cone is 3 cubic feet per minute, how fast is the height of the sand increasing when the sand is 6 feet deep?"
94,,Applications_of_Integration,"A spherical balloon is being inflated at a rate of 10 cubic inches per second. If the initial volume of the balloon is 50 cubic inches, how long will it take for the balloon to reach a volume of 2000 cubic inches?"
95,,Applications_of_Integration,A rectangle with a base of 10 feet and a height of 5 feet is increasing in height at a rate of 2 feet per second. How fast is the area of the rectangle changing when the height is 7 feet?
96,,Applications_of_Integration,"A water tank with a height of 10 feet and a radius of 6 feet is being filled with water at a rate of 4 cubic feet per minute. If the tank has a hole in the bottom with a radius of 2 feet, how fast is the water level rising when the tank is 8 feet deep?"
97,,Applications_of_Integration,"A rocket is launched from the ground with an initial velocity of 200 ft/s. If the rocket's acceleration can be modeled by a=-32 feet/s^2, how high does the rocket travel and how long does it take for the rocket to reach its maximum height?"
98,,Applications_of_Integration,The rate of change of temperature of a cup of coffee can be modeled by the differential equation dT/dt = k
99,,Applications_of_Integration,"A rectangular swimming pool has dimensions 20 feet by 40 feet. If the cost of painting the sides of the pool is $3 per square foot, what is the total cost of painting all four sides?"
100,,Applications_of_Integration,"A particle moves along a line with a velocity given by v(t) = 3t^2, where t is in seconds. Find the distance traveled by the particle in the first 5 seconds."
101,,Applications_of_Integration,"A car is accelerating at a rate of 2 m/s^2. If it starts from rest, what is its velocity after 6 seconds?"
102,,Applications_of_Integration,A tank contains 120 liters of water and is being filled at a rate of 5 liters per minute. After how many minutes will the tank be half full?
103,,Applications_of_Integration,"The weight of an object attached to a spring is recorded every second as it bounces up and down. If the spring constant is 2 N/m, find the work done by the spring in the first 5 seconds."
104,,Applications_of_Integration,"A cylindrical container has a radius of 12 inches and a height of 10 inches. If the container is being filled with water at a rate of 4 cubic inches per minute, how long will it take for the container to be filled to the top?"
105,,Applications_of_Integration,"A large rectangular piece of land is divided into 4 equal parts by two straight roads. If one of the roads measures 2 kilometers and the other measures 4 kilometers, what is the perimeter of the entire piece of land?"
106,,Applications_of_Integration,"A company produces and sells 5000 units of a product at a cost of $20 per unit. If the marginal cost of producing additional units is given by 30 - 0.001n, where n is the number of units produced, find the total cost of producing 7000 units."
107,,Applications_of_Integration,"The demand function for a product is given by p = 5000/(2q + 1), where q is the quantity sold. Find the revenue function and calculate the revenue when the quantity sold is 500 units."
108,,Applications_of_Integration,"A water tank has the shape of a cone with radius 5 feet and height 10 feet. If water is being pumped into the tank at a rate of 10 cubic feet per minute, find the rate of change of the depth of water when the depth is 4 feet."
109,,Applications_of_Integration,"Find the area bounded by the curve y = x^2, the x-axis, and the vertical lines x = 1 and x = 2."
110,,Applications_of_Integration,"A water tank has the shape of an inverted cone with a radius of 5 feet and a height of 10 feet. If water is being pumped into the tank at a rate of 3 cubic feet per minute, how fast is the water level rising when the tank is 6 feet full?"
111,,Applications_of_Integration,"A rectangular region is bounded by the line y = 2x, the x-axis, and the vertical lines x = 0 and x = 1. Find the volume of the solid generated by revolving this region around the x-axis."
112,,Applications_of_Integration,A particle moves along the x-axis with velocity v(t) = 3t^2 - 2t meters per second. Find the displacement of the particle from t = 0 to t = 3 seconds.
113,,Applications_of_Integration,An object is dropped from a height of 100 meters with initial velocity of -9.8 m/s. Find the total distance the object travels before hitting the ground.
114,,Applications_of_Integration,A circular swimming pool with a radius of 10 meters is being filled with water at a rate of 3 cubic meters per minute. How fast is the water level rising when the pool is 6 meters deep?
115,,Applications_of_Integration,"A tank is filled with water to a height of 20 meters and the shape of the tank is modeled by the curve y = 100 - x^2, where x is the horizontal distance from one end of the tank. Find the work required to pump all the water out of the tank."
116,,Applications_of_Integration,The velocity of a moving object is given by v(t) = t - 4 meters per second. Find the distance traveled by the object when t = 5 seconds.
117,,Applications_of_Integration,A cylindrical can with a height of 15 inches and a radius of 5 inches is being filled with water at a rate of 8 cubic inches per second. How long will it take for the can to be completely filled?
118,,Applications_of_Integration,A rod with length 10 meters and density function p(x) = 2 + x kilograms per meter is suspended from one end. Find the center of mass of the rod.
119,,Applications_of_Integration,Find the total area between the curves y = x^2 and y = 4x - x^2.
120,,Applications_of_Integration,A tank is being filled with water at a rate of 2 cubic feet per minute. What is the total volume of water in the tank after 10 minutes?
121,,Applications_of_Integration,"A company produces and sells 500 units of a product at $50 each. The cost, in dollars, for producing x units is given by C(x) = 50x - 0.01x^2. What is the maximum profit the company can make?"
122,,Applications_of_Integration,A particle moves along a straight line with velocity v(t) = 2t + 5 feet per second. Find the total distance traveled by the particle between t = 0 and t = 4.
123,,Applications_of_Integration,A circular swimming pool with a radius of 10 feet is being filled with water at a rate of 3 cubic feet per minute. How long will it take for the pool to be filled to a depth of 6 feet?
124,,Applications_of_Integration,"A ladder is 20 feet long and leaning against a wall. If the base of the ladder is being pulled away from the wall at a rate of 4 feet per minute, how fast is the top of the ladder sliding down the wall when the base is 16 feet away from the wall?"
125,,Applications_of_Integration,A conical tank with a radius of 5 feet and a height of 10 feet is being filled with water at a rate of 2 cubic feet per minute. Find the rate of change of the water's depth when the water is 8 feet deep.
126,,Applications_of_Integration,A car travels at a constant speed of 60 miles per hour. Find the total distance traveled by the car in 3 hours.
127,,Applications_of_Integration,"A rope of length 12 feet is attached to a ceiling and hangs freely. If the rope is cut at a point 3 feet from the ceiling, what is the area of the smaller triangle formed by the cut rope and the original rope?"
128,,Applications_of_Integration,A tank in the shape of a hemisphere with a radius of 5 feet is filled with water. Find the amount of work required to pump all the water to the top of the tank.
129,,Applications_of_Integration,What is the total distance traveled by a car accelerating from rest at 2 m/s^2 for a 5 second time interval?
130,,Applications_of_Integration,"Find the average height of a curve defined by f(x) = x^2 + 3x over the interval [0,4]."
131,,Applications_of_Integration,A kite with a length of 20 meters is flying horizontally at a height of 30 meters. How much string does the kite use if it is always at a 45 degree angle to the ground?
132,,Applications_of_Integration,At what rate is the surface area of a sphere increasing if the radius is increasing at a rate of 5 cm/s?
133,,Applications_of_Integration,"A cylindrical tank has a height of 10 meters and a radius of 5 meters. If the tank is filled with water at a rate of 2 cubic meters per minute, how fast is the water level rising when the depth of the water is 4 meters?"
134,,Applications_of_Integration,"A boat is traveling down a river at a speed of 20 m/s, and the current of the river is 5 m/s. At what angle must the boat steer in order to reach a dock directly across the river?"
135,,Applications_of_Integration,"A company is producing a cylindrical can with a diameter of 10 cm and a height of 25 cm. If the material for the can costs $0.05 per cm^2, what is the cost of producing the can?"
136,,Applications_of_Integration,"The power output of a wind turbine is directly proportional to the cube of the wind speed. If a wind turbine produces 100 kW of power when the wind speed is 12 m/s, at what wind speed will it produce 200 kW?"
137,,Applications_of_Integration,A rocket is accelerating at a rate of 20 m/s^2 and is initially at a height of 10 m above the ground. How long will it take for the rocket to reach a height of 100 m?
138,,Applications_of_Integration,"A store is having a sale where every item is discounted by 20%. If a shirt originally costs $50, what is its final price after the discount?"
139,,Applications_of_Integration,Find the area enclosed by the curve y = x^2 - 2x + 3 and the x-axis using integration.
140,,Applications_of_Integration,"A tank with the shape of an inverted cone has a height of 10 meters and a radius of 5 meters. If water is being pumped into the tank at a rate of 2 cubic meters per minute, how long will it take to fill the tank completely?"
141,,Applications_of_Integration,A particle moves along the x-axis such that its position at time t is given by x(t) = 2t^3. What is the total distance traveled by the particle from t = 0 to t = 4?
142,,Applications_of_Integration,"A rectangular sheet of paper measures 9 inches by 6 inches. If a 1-inch border is cut off from each side and the remaining portion is folded to form a box, what is the volume of the box?"
143,,Applications_of_Integration,"The velocity function of a car is given by v(t) = 3t^2 + 5t, where t is measured in seconds and v(t) is measured in meters per second. What is the total distance traveled by the car in the first 2 seconds?"
144,,Applications_of_Integration,"An elliptical swimming pool has a major axis of 10 meters and a minor axis of 6 meters. If the pool is being filled with water at a rate of 0.5 cubic meters per minute, how long will it take to fill the pool to a depth of 3 meters?"
145,,Applications_of_Integration,"A company sells pens at a constant rate of 200 pens per day. If the price of each pen is $0.50, what is the total revenue generated by the company in 30 days?"
146,,Applications_of_Integration,The power P dissipated in a resistor varies over time according to the equation P(t) = 10t^2 - 5t. What is the total energy dissipated by the resistor from t = 0 to t = 5?
147,,Applications_of_Integration,A snowball has a radius of 5 cm and its volume increases at a rate of 10 cm^3 per second as it is rolled on the ground. How fast is the surface area of the snowball increasing when the radius is 10 cm?
148,,Applications_of_Integration,"The force of a spring is given by F(x) = -kx, where x is the displacement of the spring from its equilibrium position and k is a constant. What is the work done by the force from x = 0"
149,,Applications_of_Integration,Find the total area between the x-axis and the curve y = 2x + 3 from x = 0 to x = 5.
150,,Applications_of_Integration,A tank is being filled with water at a rate of 5 liters per minute. How many liters of water will have been added after 10 minutes?
151,,Applications_of_Integration,A car is traveling at a constant speed of 50 km/h. What is the total distance traveled after 2 hours?
152,,Applications_of_Integration,"A metal rod has a length of 5 meters and a cross-sectional area of 0.2 square meters. If the rod is heated from 20˚C to 50˚C, find the change in its volume."
153,,Applications_of_Integration,"The temperature of a room is changing at a rate of 2˚C per minute. If the room is initially at 25˚C, what will be the temperature after 20 minutes?"
154,,Applications_of_Integration,A baseball is hit at an initial velocity of 20 meters per second from a height of 2 meters. How long will it take for the ball to hit the ground?
155,,Applications_of_Integration,"A tank contains 100 liters of water with 1 kg of salt dissolved in it. If water is entering the tank at a rate of 2 liters per minute and the salt concentration remains constant, find the rate of change of the amount of salt in the tank after 30 minutes."
156,,Applications_of_Integration,A flower garden is in the shape of a half circle with a radius of 10 meters. How much fencing will be needed to enclose the garden?
157,,Applications_of_Integration,A rocket is launched with a velocity of 200 meters per second. Find the maximum height the rocket will reach before it falls back to the ground.
158,,Applications_of_Integration,"A water tank in the shape of a cone has a radius of 6 meters and a height of 10 meters. If water is being pumped into the tank at a rate of 3 cubic meters per minute, find the rate of change of the height of the water level when the height is 8 meters."
159,,Applications_of_Integration,What is the total area under the curve y = 2x+1 from x = 0 to x = 5?
160,,Applications_of_Integration,A tank has a height of 10 meters and a circular base with a radius of 4 meters. What is the total volume of the tank?
161,,Applications_of_Integration,A car is traveling at a constant speed of 60 miles per hour. How far will it travel in 4 hours?
162,,Applications_of_Integration,"What is the average speed of an object that moves 10 meters in the first second, 20 meters in the second second, and 30 meters in the third second?"
163,,Applications_of_Integration,A farmer wants to build a rectangular pen for his animals with a fixed perimeter of 60 meters. What are the dimensions that will give him the maximum area?
164,,Applications_of_Integration,A spherical balloon is being inflated at a rate of 5 cm^3/min. How fast is the surface area of the balloon increasing when the radius is 10 cm?
165,,Applications_of_Integration,A water sprinkler rotates at a constant rate such that it covers a circular area with a radius of 5 meters. How long will it take for the sprinkler to cover an area of 1000 square meters?
166,,Applications_of_Integration,"A ladder leans against a wall at an angle of 60 degrees. If the bottom of the ladder is 5 meters from the wall, what is the length of the ladder?"
167,,Applications_of_Integration,A particle moves along the x-axis with a velocity of v(t) = 2t + 1 at time t seconds. What is the total displacement of the particle from t = 1 to t = 4 seconds?
168,,Applications_of_Integration,A cylindrical tank has a radius of 5 meters and a height of 10 meters. How much work is required to pump all the water out of the tank through a spout at the top?
169,,Applications_of_Integration,Find the volume of the solid formed by rotating the region bounded by the curves y = x and y = x^2 about the line y = -1.
170,,Applications_of_Integration,"A cylindrical tank with a radius of 5 meters is being filled with water at a rate of 2 cubic meters per minute. After 10 minutes, how fast is the water level rising?"
171,,Applications_of_Integration,Consider the function f(x) = 2x^3 + 5x + 1. Find the total area enclosed by the graph of f and the x-axis between x = 0 and x = 2.
172,,Applications_of_Integration,"A rocket is launched vertically from the ground with an initial velocity of 50m/s. If its acceleration due to gravity is -9.8m/s^2, how high will the rocket reach before falling back to the ground?"
173,,Applications_of_Integration,A circular pond has a radius of 10 meters. How much work is required to pump all the water from the bottom of the pond to the top?
174,,Applications_of_Integration,A wire with a length of 12 meters is bent into the shape of a semicircle. What is the maximum possible area that can be enclosed by the wire?
175,,Applications_of_Integration,A baseball is hit from 3 feet above the ground at an initial velocity of 100 feet per second and an angle of 30 degrees from the ground. What is its highest point and how far does it travel before hitting the ground?
176,,Applications_of_Integration,A 15-meter ladder is leaning against a wall and forms an angle of 60 degrees with the ground. How far away from the wall is the base of the ladder?
177,,Applications_of_Integration,A particle moves along a curve defined by the equation y = x^3 + 2x^2 + 3x + 5. Find the distance traveled by the particle from x = 0 to x = 4.
178,,Applications_of_Integration,"A 12-meter long rope is hanging from the ceiling. If one end of the rope is attached to a 100kg weight, how much work is done in slowly lifting the weight to the height where the rope touches the ceiling?"
179,,Applications_of_Integration,Find the area between the curves y = x^2 and y = x from x=0 to x=1.
180,,Applications_of_Integration,A window has the shape of a quarter of a circle with radius 4 feet. What is the area of the window if it is 3 feet tall?
181,,Applications_of_Integration,A water tank has the shape of a right circular cylinder with radius 5 feet and height 10 feet. How much work is required to pump all the water to the top of the tank if water weighs 62.4 lb/ft^3?
182,,Applications_of_Integration,A farmer has 1000 feet of fencing and wants to enclose a rectangular field. What should the dimensions of the field be in order to maximize the enclosed area?
183,,Applications_of_Integration,"A ramp for wheelchair access to a stage has a shape of a right trapezoid with height 3 feet, bottom base 10 feet, and top base 6 feet. What is the length of the ramp?"
184,,Applications_of_Integration,An object is moving with velocity v(t) = t^2 m/s. What is the displacement of the object from t=0 to t=5 seconds?
185,,Applications_of_Integration,The base of a triangle is increasing at rate of 6 cm/s and the height is decreasing at a rate of 4 cm/s. How fast is the area changing when the base is 10 cm and the height is 5 cm?
186,,Applications_of_Integration,"A fisherman has 300 feet of fishing line and throws the line into the water with initial velocity of 10 feet/s. How long does it take for the line to reach the bottom of the water, which is 100 feet deep?"
187,,Applications_of_Integration,The volume of a cylindrical can with radius 5 cm is increasing at a rate of 2 cm^3/s. At what rate is the height of the can changing when the volume is 100π cm^3?
188,,Applications_of_Integration,An object is moving along the x-axis with velocity v(t) = 6t^2 + 12t - 3 m/s. What is the total distance traveled by the object from t=0 to t=4 seconds?
189,,Applications_of_Integration,"What is the area of the region bounded by the curve y = 2x + 3, the x-axis, and the lines x = 0 and x = 2?"
190,,Applications_of_Integration,"Find the volume of a solid whose base is the region bounded by y = x^2, x = 0, and x = 2, and whose cross-sections perpendicular to the x-axis are squares."
