,question,topic,quesiton
83,,Fundamentals_of_Differentiation,"For the function f(x) = (x^2/x+2), find the equation of the line normal to f at x = 2."
84,,Fundamentals_of_Differentiation,Find the second derivative of f(x) = 3x^4 - 5x^2 + 1.
85,,Fundamentals_of_Differentiation,"Given that f(x) = ln(3x), find the derivative at x = 1."
86,,Fundamentals_of_Differentiation,"For f(x) = e^(2x), find the value of f'(0)."
87,,Fundamentals_of_Differentiation,Find the slope of the tangent line to the graph of f(x) = 1/x^2 at x = 2.
88,,Fundamentals_of_Differentiation,What is the derivative of g(x) = (2x+5)^3?
89,,Fundamentals_of_Differentiation,Find the equation of the tangent line to the curve f(x) = sin(x) + cos(x) at x = π/4.
90,,Fundamentals_of_Differentiation,"For the function g(x) = (x+1)^2, find the value of g'(2)."
91,,Fundamentals_of_Differentiation,What is the derivative of f(x) = 5x^2 + 3x - 7?
92,,Fundamentals_of_Differentiation,"Find the slope of the tangent line to the curve y = 4x^3 + 2 at the point (2, 32)."
93,,Fundamentals_of_Differentiation,"Given f(x) = x^3 + 2x, what is f'(x)?"
94,,Fundamentals_of_Differentiation,At what point(s) does the function g(x) = 2x^2 - 8x + 10 have a slope of 0?
95,,Fundamentals_of_Differentiation,Determine the derivative of the function h(x) = 7x.
96,,Fundamentals_of_Differentiation,"Find the equation of the line tangent to the curve y = x^2 at the point (4, 16)."
97,,Fundamentals_of_Differentiation,"A ladder is leaning against a wall, with the top of the ladder 15 feet above the ground and the base of the ladder 12 feet from the wall. How fast is the top of the ladder sliding down the wall when the base is 9 feet above the ground?"
98,,Fundamentals_of_Differentiation,At what point(s) does the function f(x) = x^4 - 4x^3 + 9x^2 - 2 have a horizontal tangent line?
99,,Fundamentals_of_Differentiation,The volume of a sphere with radius r is given by V = (4/3)πr^3. What is the rate of change of the volume with respect to the radius?
100,,Fundamentals_of_Differentiation,Find the derivative of the function y = √(4x+1).
101,,Fundamentals_of_Differentiation,Find the derivative of the function f(x) = x^3 + 5x^2 - 2x + 4
102,,Fundamentals_of_Differentiation,"Calculate the slope of the tangent line to the function y = 2x^2 + 7x - 9 at the point (3, 12)."
103,,Fundamentals_of_Differentiation,"Using the quotient rule, find the derivative of g(x) = 4x / (x^2 + 3)"
104,,Fundamentals_of_Differentiation,A ladder is leaning against a wall at a 60 degree angle and the base is 6 m away from the wall. How fast is the top of the ladder moving down the wall if it's slipping at a rate of 2 m/s?
105,,Fundamentals_of_Differentiation,"Given the function f(x) = 3x^2 + 5x + 1, find the equation of the tangent line at x = 2."
106,,Fundamentals_of_Differentiation,What is the instantaneous rate of change of the function y = x^3 + 3x at x = 4?
107,,Fundamentals_of_Differentiation,Find the critical points of the function f(x) = x^4 - 6x^3 + 9x^2 + 4x.
108,,Fundamentals_of_Differentiation,The volume of a sphere is given by V = (4/3)πr^3. Find the rate of change of the volume with respect to the radius at r = 2.
109,,Fundamentals_of_Differentiation,"Using the product rule, find the derivative of the function h(x) = (x^2 + 3)(3x - 5)."
110,,Fundamentals_of_Differentiation,A particle is moving along a straight line and its position is given by s(t) = t^2 - 2t + 5. Find the velocity and acceleration of the particle at t = 1.
111,,Fundamentals_of_Differentiation,What is the derivative of f(x) = 3x^2 + 2x - 7?
112,,Fundamentals_of_Differentiation,"Find the slope of the tangent line to the curve y = x^3 at the point (2, 8)."
113,,Fundamentals_of_Differentiation,"If h(x) = 5x^3 + 4x^2 + 3x, what is the value of h'(x)?"
114,,Fundamentals_of_Differentiation,Calculate the derivative of g(x) = (2x - 5)^5.
115,,Fundamentals_of_Differentiation,"If f'(x) = 2x - 3, what is f(x) if f(2) = 8?"
116,,Fundamentals_of_Differentiation,Find the equation of the tangent line to the curve y = 3x^2 - 6x + 9 at x = 2.
117,,Fundamentals_of_Differentiation,What is the derivative of h(x) = (x^2 + 3)^4?
118,,Fundamentals_of_Differentiation,"If g(x) = x^2 + 5x - 2, what is the slope of the curve at x = 3?"
119,,Fundamentals_of_Differentiation,Determine the critical points of f(x) = 4x^3 - 6x^2 + 2x.
120,,Fundamentals_of_Differentiation,"Given the derivative of f(x) is f'(x) = 4x^2 - 2x + 5, what is f(x) if f(0) = 2?"
121,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 3x^2 - 6x + 2.
122,,Fundamentals_of_Differentiation,"Given the function g(x) = (4x+3)^3, find g'(x)."
123,,Fundamentals_of_Differentiation,"If h(x) = x^(1/2), what is the derivative of h(x)?"
124,,Fundamentals_of_Differentiation,What is the slope of the tangent line to the curve y = x^4 at x = 2?
125,,Fundamentals_of_Differentiation,Find the critical points of the function f(x) = x^3 + 4x^2 - 16x + 5.
126,,Fundamentals_of_Differentiation,"Given the equation y = 2x^2 + 5x - 3, find the equation of the tangent line at x = 3."
127,,Fundamentals_of_Differentiation,Find the second derivative of the function y = e^x / x.
128,,Fundamentals_of_Differentiation,"If f(x) = ln(x^2), what is the derivative of f(x)?"
129,,Fundamentals_of_Differentiation,"If g(x) = √(x^2 + 3x), what is the equation of the tangent line at x = 1?"
130,,Fundamentals_of_Differentiation,Find the points of inflection for the function h(x) = x^3 - 6x + 5.
131,,Fundamentals_of_Differentiation,Find the derivative of f(x) = x^3 - 5x^2 + 4x + 10
132,,Fundamentals_of_Differentiation,"Given f(x) = √(x+1), find f '(2)"
133,,Fundamentals_of_Differentiation,Find the second derivative of g(x) = 2x^4 + 3x^3 - 6x + 5
134,,Fundamentals_of_Differentiation,A spherical balloon is being inflated at a rate of 200 cubic inches per minute. Find the rate of change of the radius when the balloon has a volume of 500 cubic inches.
135,,Fundamentals_of_Differentiation,"A ladder 10 feet long is leaning against a wall. If the bottom of the ladder slides away from the wall at a rate of 2 feet per second, how fast is the top of the ladder sliding down the wall when it is 6 feet above the ground?"
136,,Fundamentals_of_Differentiation,"Given f(x) = 3x^2 - 4x + 2, find the equation of the tangent line at x = 2."
137,,Fundamentals_of_Differentiation,The function f is defined as f(x) = x^2 - 2x. Find the value of x at which the slope of the tangent line is 3.
138,,Fundamentals_of_Differentiation,The radius of a circle is increasing at a rate of 3 centimeters per minute. Find the rate of change of the area when the radius is 5 centimeters.
139,,Fundamentals_of_Differentiation,"Given f(x) = x^2 + 3x - 5, find the value of c such that the line through (c, f(c)) is parallel to the tangent line at x = 1."
140,,Fundamentals_of_Differentiation,A particle moves along the x-axis according to the position function s(t) = t^3 - 6t^2 + 9t + 1. Find the velocity and acceleration of the particle.
141,,Fundamentals_of_Differentiation,Find the derivative of f(x) = x^5 + 3x^2 at x = 2.
142,,Fundamentals_of_Differentiation,Simplify the expression f'(x) = 5x^4 + 6x.
143,,Fundamentals_of_Differentiation,"If f(x) = 3x^2 - 4x + 5, find the derivative f'(x)."
144,,Fundamentals_of_Differentiation,Find the derivative of g(x) = e^x * ln(x).
145,,Fundamentals_of_Differentiation,"Find the equation of the tangent line to the curve y = x^3 + 2x + 1 at the point (2, 13)."
146,,Fundamentals_of_Differentiation,"Calculate the value of f'(x) at x = π, if f(x) = sin(x^2)."
147,,Fundamentals_of_Differentiation,"If h(x) = √(x - 2), find h'(x)."
148,,Fundamentals_of_Differentiation,"A ladder is leaning against a wall, with the bottom of the ladder 8 feet from the wall. The top of the ladder is sliding down the wall at a rate of 2 feet per second. At what rate is the ladder falling when the top of the ladder is 3 feet off the ground?"
149,,Fundamentals_of_Differentiation,Find the derivative of f(x) = ln(x^2 + 1).
150,,Fundamentals_of_Differentiation,"The temperature of a cup of coffee is given by T(t) = 80e^-0.1t, where t is the time in minutes. Find the rate of change of the temperature after 10 minutes."
151,,Fundamentals_of_Differentiation,1. Find the derivative of y = 3x^2 + 4x.
152,,Fundamentals_of_Differentiation,"2. Given f(x) = x^4 - 3x^3 + 5x^2 + 2x, find f'(x)."
153,,Fundamentals_of_Differentiation,3. The function f(x) is defined as f(x) = (4x - 1)^2. Find the value of f'(2).
154,,Fundamentals_of_Differentiation,"4. If h(t) = 2t^3 + 5t^2 - t, find h'(t)."
155,,Fundamentals_of_Differentiation,"5. Given g(x) = sin(2x) + cos(5x), find g'(x)."
156,,Fundamentals_of_Differentiation,"6. For the function f(x) = x^4 + 5x^3 - 2x^2 + 6x - 7, find the points where the slope is equal to 0."
157,,Fundamentals_of_Differentiation,"7. Find the equation of the tangent line to the curve y = 2x^3 - 4x^2 + 7x at the point (1, 5)."
158,,Fundamentals_of_Differentiation,"8. If f(x) = x^2 - x and g(x) = x^5 + x + 1, find f'(0) and g'(0)."
159,,Fundamentals_of_Differentiation,"9. A company's total costs can be represented by the function C(x) = 2x^2 + 4x + 100, where x is the number of units produced. Find the marginal cost and average cost at x = 10."
160,,Fundamentals_of_Differentiation,10. The rate of change in the temperature of a substance at time t (in minutes) is given by the function T'(t) = 2t^2 - 4t + 6. Find the temperature at t = 3 minutes if the initial temperature was 5 degrees Celsius.
161,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 3x^2 - 5x + 6.
162,,Fundamentals_of_Differentiation,Use the definition of the derivative to find the derivative of f(x) = 4x^3 - 7x.
163,,Fundamentals_of_Differentiation,"Given g(x) = 2/x, find g'(x)."
164,,Fundamentals_of_Differentiation,Find the slope of the tangent line to the function f(x) = x^3 - 2x^2 + 5 at x = 2.
165,,Fundamentals_of_Differentiation,"If f(x) = 3x^2, what is the value of f'(3)?"
166,,Fundamentals_of_Differentiation,"Find the equation of the tangent line to the curve y = 5x^3 - 7x^2 at the point (2, 18)."
167,,Fundamentals_of_Differentiation,Use the power rule to find the derivative of f(x) = x^-2.
168,,Fundamentals_of_Differentiation,"Given the curve y = x^2 + 3x, find the equation of the normal line at the point (1, 4)."
169,,Fundamentals_of_Differentiation,Find the second derivative of f(x) = x^4 - 4x^3 + 5x^2.
170,,Fundamentals_of_Differentiation,"Using the quotient rule, find the derivative of f(x) = (x^2 - 3)/(x + 2)."
171,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 2x^3 + 5x^2 + 10x.
172,,Fundamentals_of_Differentiation,Find the slope of the tangent line to the graph of f(x) = 4x^2 - 6x + 9 at the point x = 2.
173,,Fundamentals_of_Differentiation,"If the position of an object is given by s(t) = 3t^2 + 5t + 2, find the object's velocity at t = 3."
174,,Fundamentals_of_Differentiation,Find the derivative of y = sin(3x) + cos(5x).
175,,Fundamentals_of_Differentiation,Determine the critical numbers of f(x) = x^4 - x^3 + 2x.
176,,Fundamentals_of_Differentiation,The volume of a sphere is given by V = (4/3)πr^3. Find the rate of change of the volume with respect to the radius.
177,,Fundamentals_of_Differentiation,"If the area of a circle is increasing at a rate of 3 cm^2/s, find the rate of change of its radius at that moment."
178,,Fundamentals_of_Differentiation,"For a rectangle with fixed perimeter, find the dimensions that will give the maximum area."
179,,Fundamentals_of_Differentiation,"A ladder is leaning against a wall and reaching the top of a building. If the bottom of the ladder is moving away from the wall at 2 m/s, how fast is the top of the ladder moving down the wall when the angle between the ladder and the wall is 60 degrees?"
180,,Fundamentals_of_Differentiation,Find the derivative of f(x) = (x^2 - 4)(3x + 2).
181,,Fundamentals_of_Differentiation,Find the derivative of the function f(x) = x^2 + 3x + 1.
182,,Fundamentals_of_Differentiation,A car is travelling along a straight line at a speed of 60 km/h. What is the rate of change of its distance from a fixed point after 2 hours?
183,,Fundamentals_of_Differentiation,"Given the function f(x) = ln(x), what is its derivative at x = 5?"
184,,Fundamentals_of_Differentiation,"A rectangular prism has a volume of 64 cubic units. If its height is increasing at a rate of 2 units per second and its length and width are both decreasing at a rate of 1 unit per second, what is the rate of change of its volume at that instant?"
185,,Fundamentals_of_Differentiation,Find the derivative of the function y = 3cos(2x) + 5sin(x).
186,,Fundamentals_of_Differentiation,The area of a circle is increasing at a rate of 4 square centimeters per second. What is the rate of change of its circumference at that instant?
187,,Fundamentals_of_Differentiation,"If the radius of a sphere is increasing at a rate of 2 centimeters per second, what is the rate of change of its volume at that instant?"
188,,Fundamentals_of_Differentiation,Find the derivative of the function f(x) = e^x.
189,,Fundamentals_of_Differentiation,"A spherical balloon is being inflated and its volume is increasing at a rate of 4π cubic feet per minute. If its radius is 3 feet, what is the rate of change of its surface area at that instant?"
190,,Fundamentals_of_Differentiation,"A stone is dropped into a pond, creating ripples that spread at a rate of 3 meters per second. What is the rate of change of the surface area of the circle formed by the ripples as the radius of the circle increases at a constant rate?"
191,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 5x^3 - 2x + 7.
192,,Fundamentals_of_Differentiation,"What is the slope of the tangent line to the curve y = x^2 + 3x at the point (2, 10)?"
193,,Fundamentals_of_Differentiation,Calculate the derivative of g(x) = sin(3x) + cos(2x).
194,,Fundamentals_of_Differentiation,A ball is thrown into the air with a velocity of 40 ft/s. Find the derivative of its position function after 1 second.
195,,Fundamentals_of_Differentiation,"If f(x) = x^2 - x, find the value of x that maximizes the derivative of f(x)."
196,,Fundamentals_of_Differentiation,What is the derivative of the function h(x) = e^(2x) at x = 0?
197,,Fundamentals_of_Differentiation,A ladder is leaning against a wall with its base 6 feet away from the wall. The top of the ladder slides down the wall at a rate of 2 ft/s. How fast is the ladder falling when the base is 8 feet from the wall?
198,,Fundamentals_of_Differentiation,"Find the equation of the tangent line to the curve y = ln(x) at the point (1, 0)."
199,,Fundamentals_of_Differentiation,"The volume of a cone is given by V = (1/3)πr^2h, where r is the radius and h is the height. If the volume of the cone is increasing at a rate of 4π cm^3/s, find the rate of change of its height when the radius is 3 cm."
200,,Fundamentals_of_Differentiation,"If f(x) = (x^3 + 2x + 1)^2, what is the sum of all the possible values of x such that f'(x) = 0?"
201,,Fundamentals_of_Differentiation,Find the derivative of y = 3x^2 - 5x + 2.
202,,Fundamentals_of_Differentiation,"If a ball is thrown with a position function of s(t) = -16t^2 + 64t + 32, what is its velocity at t = 2 seconds?"
203,,Fundamentals_of_Differentiation,Use the limit definition to find f'(x) when f(x) = 4x^2 - 3x + 1.
204,,Fundamentals_of_Differentiation,The velocity of an object is given by v(t) = 5t^2 - 6t. Find the acceleration function.
205,,Fundamentals_of_Differentiation,The cost function for producing x units of a product is C(x) = 2x^2 - 8x + 12. What is the marginal cost when 10 units are produced?
206,,Fundamentals_of_Differentiation,Find the second derivative of y = sin(x).
207,,Fundamentals_of_Differentiation,"Using the chain rule, find the derivative of y = (2x^3 - 4x)^2."
208,,Fundamentals_of_Differentiation,The position function for a particle is s(t) = 5t^3 - 6t + 2. At what time is the particle at rest?
209,,Fundamentals_of_Differentiation,Find the derivative of f(g(x)) when f(x) = 3x^2 + 8x and g(x) = x^2 - 2.
210,,Fundamentals_of_Differentiation,The radius of a circle is increasing at a rate of 2 cm/s. At what rate is the area of the circle increasing when the radius is 5 cm?
211,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 3x^2 + 5x - 2.
212,,Fundamentals_of_Differentiation,Determine the critical points of g(x) = 2x^3 - 6x^2 + 9x + 4.
213,,Fundamentals_of_Differentiation,"What is the equation of the tangent line to the curve h(x) = 4x^2 + 6x - 3 at the point (2, 22)?"
214,,Fundamentals_of_Differentiation,Evaluate the derivative of y = 2(5x - 1)^5 at x = 3.
215,,Fundamentals_of_Differentiation,"Given the function f(x), where f'(x) = x^2 - 3x, find the value of f(x) when x = 2."
216,,Fundamentals_of_Differentiation,What is the second derivative of y = 2x^3 - 5x + 9?
217,,Fundamentals_of_Differentiation,Calculate the derivative of the parametric equations x = 2t^2 and y = 3t - 4.
218,,Fundamentals_of_Differentiation,"Find the equation of the line tangent to the curve y = 4/x at the point (2, 2)."
219,,Fundamentals_of_Differentiation,Determine the points of inflection for the function f(x) = x^3 - 6x^2 + 12x + 5.
220,,Fundamentals_of_Differentiation,"If f(x) = ln(x), what is the value of f'(e)?"
221,,Fundamentals_of_Differentiation,Find the derivative of y = 3x^2 + 5x - 2
222,,Fundamentals_of_Differentiation,What is the slope of the tangent line to the curve y = 2sin(x) at x = π/4?
223,,Fundamentals_of_Differentiation,"If f(x) = x^3 - 4x^2 + 6x + 10, what is the value of f'(2)?"
224,,Fundamentals_of_Differentiation,Calculate the instantaneous rate of change of f(x) = 4x^2 - 6x + 3 at x = -1.
225,,Fundamentals_of_Differentiation,"Find the equation of the tangent line to the curve y = x^3 + 2x at the point (1, 3)."
226,,Fundamentals_of_Differentiation,What is the derivative of f(x) = √(2x + 5)?
227,,Fundamentals_of_Differentiation,"Determine the critical points of f(x) = 3x^4 - 8x^3 + 5x + 2 and classify them as local minima, local maxima, or points of inflection."
228,,Fundamentals_of_Differentiation,Solve for dy/dx if y = (x + 2)^6.
229,,Fundamentals_of_Differentiation,What is the second derivative of f(x) = e^x * ln(x)?
230,,Fundamentals_of_Differentiation,Find the equation of the normal line to the curve y = cos(x) at x = π/2.
231,,Fundamentals_of_Differentiation,"Given f(x) = x^3 - 6x + 2, find the derivative f'(x)."
232,,Fundamentals_of_Differentiation,"Find the equation of the tangent line to the curve y = 5x^2 + 12x - 3 at the point (2, 37)."
233,,Fundamentals_of_Differentiation,Find the second derivative of y = 4x^2 - 3x + 5.
234,,Fundamentals_of_Differentiation,Determine the critical points of the function f(x) = x^4 + 4x - 3.
235,,Fundamentals_of_Differentiation,"Find the average rate of change of g(x) = 3x^2 - 4x + 5 on the interval [1, 3]."
236,,Fundamentals_of_Differentiation,Use the limit definition of the derivative to find f'(x) for f(x) = 2x^2 - 6x + 4.
237,,Fundamentals_of_Differentiation,Find the derivative of h(x) = 5x^4 + 2x^3 - 5x^2 + 3x - 1 using logarithmic differentiation.
238,,Fundamentals_of_Differentiation,"If f(x) = x^3 + 2x^2 + 4x, find the value of f''(2)."
239,,Fundamentals_of_Differentiation,Determine whether the following function is increasing or decreasing at the point x = 2: y = 2x^3 - 3x^2 + 5x.
240,,Fundamentals_of_Differentiation,Evaluate the derivative of y = 3sin(x)cos(x) using the product rule.
241,,Fundamentals_of_Differentiation,Find the derivative of f(x) = x^3 + 2x^2 – 5x + 9
242,,Fundamentals_of_Differentiation,What is the derivative of y = (2x + 5)^4 ?
243,,Fundamentals_of_Differentiation,"Given f(x) = sin(x), find the derivative at x = π/4"
244,,Fundamentals_of_Differentiation,"What is the slope of the tangent line to the curve y = x^2 at the point (3,9)?"
245,,Fundamentals_of_Differentiation,Find the derivative of g(x) = (e^x)/(1 + x^2)
246,,Fundamentals_of_Differentiation,"If f(x) = ln(x), what is f'(x)?"
247,,Fundamentals_of_Differentiation,Find the derivative of y = (2x + 1)^5 – (3x – 2)^3
248,,Fundamentals_of_Differentiation,"What is the slope of the tangent line to the curve y = s^3 – 4s + 6 at the point (2,-2)?"
249,,Fundamentals_of_Differentiation,Find the derivative of h(t) = 5e^(3t)
250,,Fundamentals_of_Differentiation,"If f(x) = cos(x), find f''(x)"
251,,Fundamentals_of_Differentiation,Find the derivative of f(x) = 3x^2 + 5x + 2.
252,,Fundamentals_of_Differentiation,Calculate the value of the derivative of g(x) at x = 4 if g(x) = x^3 + 2x^2.
253,,Fundamentals_of_Differentiation,"Find the slope of the tangent line to the curve y = 2x^2 - 4x + 3 at the point (2, 3)."
