,question,topic,quesiton
111,,Infinite_Sequences_and_Series,Determine a geometric series with common ratio 2 and first term 3 that has a sum of 12.
112,,Infinite_Sequences_and_Series,A geometric series has a sum of 75 and a common ratio of 1/3. Find the first term.
113,,Infinite_Sequences_and_Series,"The sequence 1, 2, 4, 8, ... is known as a geometric sequence. What is the explicit formula for the nth term?"
114,,Infinite_Sequences_and_Series,"Given the series 1 + 1/2 + 1/3 + ..., find the sum of the first 10 terms."
115,,Infinite_Sequences_and_Series,What is the radius of convergence for the power series expansion of sin x centered at x = 0?
116,,Infinite_Sequences_and_Series,Find the value of the infinite series: 1 - 1/4 + 1/9 - 1/16 + ...
117,,Infinite_Sequences_and_Series,Determine the sum of the infinite series: 3 + 6 + 12 + 24 + ...
118,,Infinite_Sequences_and_Series,What is the limit as x approaches infinity of the sequence (3x+1)/(x+5)?
119,,Infinite_Sequences_and_Series,Find the value of the infinite series: 1 + 1/3 + 1/9 + 1/27 + ...
120,,Infinite_Sequences_and_Series,"Find the limit of the infinite sequence (2, 4, 6, 8, 10, ...)."
121,,Infinite_Sequences_and_Series,Determine whether the series 1/2 + 1/4 + 1/8 + 1/16 + ... converges or diverges.
122,,Infinite_Sequences_and_Series,What is the sum of the infinite geometric series 5 + 10 + 20 + 40 + ... ?
123,,Infinite_Sequences_and_Series,"Find a formula for the nth term of the infinite sequence 1, 1/2, 1/3, 1/4, ..."
124,,Infinite_Sequences_and_Series,Determine the convergence of the series 1 + 1/2 + 1/4 + 1/8 + ... .
125,,Infinite_Sequences_and_Series,Calculate the value of the infinite series 1/3 + 2/9 + 4/27 + 8/81 + ... .
126,,Infinite_Sequences_and_Series,Prove that the infinite series 1/2 + 1/4 + 1/6 + 1/8 + ... is divergent.
127,,Infinite_Sequences_and_Series,"Find the limit of the infinite sequence (1/2, -1/4, 1/8, -1/16, ...)"
128,,Infinite_Sequences_and_Series,Evaluate the infinite series 1/2 + 2/9 + 3/27 + 4/81 + ... .
129,,Infinite_Sequences_and_Series,Determine the radius of convergence of the power series 1 + x + x^2 + x^3 + ... .
130,,Infinite_Sequences_and_Series,"Determine the convergence or divergence of the sequence {1, 1/2, 1/3, 1/4, ...}."
131,,Infinite_Sequences_and_Series,Find the sum of the infinite geometric series with first term 3 and common ratio 1/2.
132,,Infinite_Sequences_and_Series,"Using the integral test, determine the convergence or divergence of the series ∑(1/n^2) from n=1 to ∞."
133,,Infinite_Sequences_and_Series,Find the radius of convergence for the power series ∑(x^n/n^2) from n=1 to ∞.
134,,Infinite_Sequences_and_Series,"If the first three terms of a series are 1, 1/2, and 1/3, what can be said about the long-term behavior of the series?"
135,,Infinite_Sequences_and_Series,Find the value of x that makes the series ∑(x^n/n) from n=1 to ∞ converge.
136,,Infinite_Sequences_and_Series,"Using the ratio test, determine the convergence or divergence of the series ∑(n!/n^n) from n=1 to ∞."
137,,Infinite_Sequences_and_Series,Write the Maclaurin series for sin x and determine its interval of convergence.
138,,Infinite_Sequences_and_Series,Find the sum of the alternating series ∑((-1)^n+1)/n from n=1 to ∞.
139,,Infinite_Sequences_and_Series,Use the comparison test to determine the convergence or divergence of the series ∑(1/(n^2+n)) from n=1 to ∞.
140,,Infinite_Sequences_and_Series,Find the sum of the infinite series 1/2 + 1/4 + 1/8 + ...
141,,Infinite_Sequences_and_Series,Determine the value of x that makes the series 1 + x + x^2 + x^3 + ... converge.
142,,Infinite_Sequences_and_Series,Evaluate the limit as n approaches infinity of the sequence (n^2)/(2n^2 - 1).
143,,Infinite_Sequences_and_Series,Find the interval of convergence for the power series (x-1)^n/n.
144,,Infinite_Sequences_and_Series,Use the Alternating Series Test to prove whether or not the series (-1)^n/n converges.
145,,Infinite_Sequences_and_Series,Determine the radius of convergence for the Taylor series representation of cos(x).
146,,Infinite_Sequences_and_Series,Find the derivative of the function defined by the power series 1 + (2x)/(n^2) + (2x^3)/(n^3) + ...
147,,Infinite_Sequences_and_Series,"Given the Taylor series for e^x, determine the Maclaurin series (i.e. Taylor series centered at x=0) for e^(x^2)."
148,,Infinite_Sequences_and_Series,Find the sum of the geometric series 3 + 3/2 + 3/4 + 3/8 + ...
149,,Infinite_Sequences_and_Series,Use the Integral Test to determine the convergence or divergence of the series n/(4^n).
150,,Infinite_Sequences_and_Series,Find the interval of convergence for the series $\sum_{n=0}^{\infty} (-1)^n\frac{n^2x^n}{2^n}$
151,,Infinite_Sequences_and_Series,Determine whether the series $\sum_{n=1}^{\infty} \frac{n}{\sqrt{8n^2+4n+5}}$ converges or diverges.
152,,Infinite_Sequences_and_Series,Find the radius of convergence for the series $\sum_{n=0}^{\infty} \frac{(x+4)^n}{n!}$
153,,Infinite_Sequences_and_Series,"Using the alternating series test, determine whether the series $\sum_{n=1}^{\infty} \frac{(-1)^n}{n^{\ln n}}$ converges or diverges."
154,,Infinite_Sequences_and_Series,Find the sum of the infinite series $\sum_{n=0}^{\infty} \frac{e^{-2n}}{3^n}$
155,,Infinite_Sequences_and_Series,Test the convergence of the series $\sum_{n=1}^{\infty} \frac{n^2}{(n+1)(2^n)}$ using the ratio test.
156,,Infinite_Sequences_and_Series,Find the sum of the infinite geometric series $\sum_{n=0}^{\infty} \frac{1}{2^n}$
157,,Infinite_Sequences_and_Series,Determine whether the series $\sum_{n=1}^{\infty} \frac{n!}{(n+2)^n}$ converges or diverges.
158,,Infinite_Sequences_and_Series,"Using the root test, test the convergence of the series $\sum_{n=0}^{\infty} \frac{(n^2+3)^n}{2^{2n}}$"
159,,Infinite_Sequences_and_Series,Find the Taylor series for $f(x)=\frac{1}{x^2}$ centered at $x=2$ and determine the interval of convergence.
160,,Infinite_Sequences_and_Series,What is the sum of the infinite geometric series 1/2 + 1/4 + 1/8 + 1/16 + ...?
161,,Infinite_Sequences_and_Series,Find the value of x if the value of the series 1 + x + x^2 + x^3 + ... is 5.
162,,Infinite_Sequences_and_Series,Determine the convergence of the series 1 + 1/2 + 1/4 + 1/8 + ... + 1/2^n.
163,,Infinite_Sequences_and_Series,Evaluate the sum of the infinite series 2 + 1 + 1/2 + 1/4 + ... + 1/2^n.
164,,Infinite_Sequences_and_Series,Find the radius of convergence for the power series ∑n=0 to ∞ (2n+1)x^n.
165,,Infinite_Sequences_and_Series,Calculate the limit of the sequence (n^2 + 1)/(n^2 + 2) as n approaches infinity.
166,,Infinite_Sequences_and_Series,Determine whether the series ∑n=1 to ∞ (1/2)^n converges or diverges.
167,,Infinite_Sequences_and_Series,What is the first term in the Taylor series for ln(x) centered at x = 2?
168,,Infinite_Sequences_and_Series,Find the value of x for which the series 1 + x + x^2 + ... is equal to 3.
169,,Infinite_Sequences_and_Series,"Show that the sequence 1, -1, 1/2, -1/2, 1/3, -1/3, ... approaches 0 as n approaches infinity."
170,,Infinite_Sequences_and_Series,"What is the limit of the sequence 1, 1/2, 1/4, 1/8, ... as n approaches infinity?"
171,,Infinite_Sequences_and_Series,"Find the sum of the infinite geometric series 3, 1, 1/3, 1/9, ..."
172,,Infinite_Sequences_and_Series,"Determine the convergence or divergence of the sequence 1, 2, 4, 8, 16, ..."
173,,Infinite_Sequences_and_Series,Calculate the value of the infinite series 1 + 1/2 + 1/4 + 1/8 + ...
174,,Infinite_Sequences_and_Series,Prove that the sequence 1/n converges to 0 as n approaches infinity.
175,,Infinite_Sequences_and_Series,Find the radius of convergence for the power series ∑(n + 1)x^n
176,,Infinite_Sequences_and_Series,Determine whether the series 1 + 1/2 + 1/4 + 1/8 + ... is convergent or divergent.
177,,Infinite_Sequences_and_Series,Find the sum of the infinite series ∑n^n.
178,,Infinite_Sequences_and_Series,Prove that the series ∑(n+1)/n converges by the comparison test.
179,,Infinite_Sequences_and_Series,Find the value of x that makes the infinite series ∑(x/3)^n converge.
180,,Infinite_Sequences_and_Series,Find the sum of the infinite series: 1/3 + 1/9 + 1/27 + ...
181,,Infinite_Sequences_and_Series,Determine the convergence or divergence of the series: 1 + 1/2 + 1/4 + 1/8 + ...
182,,Infinite_Sequences_and_Series,"Find the limit of the sequence: (n^3 + 4n) / (n^3 - 2n), as n approaches infinity"
183,,Infinite_Sequences_and_Series,Determine the interval of convergence for the power series: Σ (n-1)^n * x^n
184,,Infinite_Sequences_and_Series,Calculate the nth term of the sequence: (-1)^n * (2^n / n!)
185,,Infinite_Sequences_and_Series,Use the integral test to determine the convergence or divergence of the series: Σ (ln n) / n^2
186,,Infinite_Sequences_and_Series,Find the Taylor series representation of the function f(x) = e^x centered at a=2.
187,,Infinite_Sequences_and_Series,"Determine the radius and interval of convergence for the Laurent series representation: Σ (x^n / n^2), centered at z=0"
188,,Infinite_Sequences_and_Series,"Find the limit of the sequence: (2^n + 3) / (5^n - 1), as n approaches infinity"
189,,Infinite_Sequences_and_Series,Determine the series representation for the Maclaurin expansion of the function f(x) = ln(1+x).
190,,Infinite_Sequences_and_Series,"What is the limit of the sequence 1, 1/2, 1/3, 1/4, ... as n approaches infinity?"
191,,Infinite_Sequences_and_Series,Determine the radius of convergence for the power series 1 + x + (x^2)/2 + (x^3)/6 + ...
192,,Infinite_Sequences_and_Series,Find the sum of the infinite geometric series 1 + 1/2 + 1/4 + 1/8 + ...
193,,Infinite_Sequences_and_Series,Determine the interval of convergence for the Taylor series of ln(1+x).
194,,Infinite_Sequences_and_Series,Find the value of the Riemann zeta function at s = 2.
195,,Infinite_Sequences_and_Series,What is the value of the infinite series (1 + 1/2 + 1/3 + 1/4 + ... ) - (1 + 1/3 + 1/5 + 1/7 + ...)?
196,,Infinite_Sequences_and_Series,Find the limit of the alternating series (-1)^n/n^2 as n approaches infinity.
197,,Infinite_Sequences_and_Series,Determine the Maclaurin series for sin(x).
198,,Infinite_Sequences_and_Series,Calculate the integral of (1 + cos^2(x))/sin(x) from 0 to pi.
199,,Infinite_Sequences_and_Series,Find the sum of the infinite series 2 + 4 + 8 + 16 + ... *(This is a divergent series.)
200,,Infinite_Sequences_and_Series,Find the first 10 terms of the Taylor series for f(x) = ln(1+x).
201,,Infinite_Sequences_and_Series,Determine the convergence or divergence of the series Σ(3^n)/(5^n) as n approaches infinity.
202,,Infinite_Sequences_and_Series,Evaluate the infinite series Σ(n^2)/(2^n) from n=1 to infinity.
203,,Infinite_Sequences_and_Series,"Using the alternating series test, determine the convergence of Σ((-1)^n)/(√n) as n approaches infinity."
204,,Infinite_Sequences_and_Series,Find the limit of the sequence (n^3 - 5n)/(2n^3 - 3n+1) as n approaches infinity.
205,,Infinite_Sequences_and_Series,Prove that Σ(1/n^3) from n=1 to infinity converges to a finite number.
206,,Infinite_Sequences_and_Series,Determine the radius of convergence and interval of convergence for the Maclaurin series for cos(x).
207,,Infinite_Sequences_and_Series,Find the sum of the geometric series Σ(2^n)/(3^n) as n approaches infinity.
208,,Infinite_Sequences_and_Series,"Using the integral test, determine the convergence of the series Σ(1/n^2 + 2/n + 3) as n approaches infinity."
209,,Infinite_Sequences_and_Series,Solve the recurrence relation a_n = 2a_n-1 - a_n-2 with initial conditions a_0 = 1 and a_1 = 3.
210,,Infinite_Sequences_and_Series,Find the sum of the infinite series: 3 + 6 + 12 + 24 + ...
211,,Infinite_Sequences_and_Series,Determine the convergence or divergence of the series: 1/2 + 2/3 + 3/4 + 4/5 + ...
212,,Infinite_Sequences_and_Series,Find the value of x for which the infinite series converges: x + x^2 + x^3 + x^4 + ...
213,,Infinite_Sequences_and_Series,Investigate the convergence of the series: (2n + 1) / (3n^2 + 4n + 1)
214,,Infinite_Sequences_and_Series,Determine the limit of the sequence: (5n + 2)/(n + 3)^2 as n approaches infinity.
215,,Infinite_Sequences_and_Series,Prove that the series 1/2 + 1/6 + 1/12 + 1/20 + ... converges to a finite value.
216,,Infinite_Sequences_and_Series,Find the radius and interval of convergence for the power series: 2x^n/n^2
217,,Infinite_Sequences_and_Series,Find the Maclaurin series representation of ln(1 + x) and determine its radius of convergence.
218,,Infinite_Sequences_and_Series,Determine whether the geometric series x^2/2 + x^3/3 + x^4/4 + ... converges or diverges for -1 < x < 1.
219,,Infinite_Sequences_and_Series,Prove that the series of Maclaurin coefficients for e^x is always convergent.
220,,Infinite_Sequences_and_Series,Find the sum of the infinite series $1 + 2x + 4x^2 + 8x^3 + ...$
221,,Infinite_Sequences_and_Series,Determine the value of $x$ for which the infinite series $1 + \frac{x}{2} + \frac{x^2}{4} + \frac{x^3}{8} + ...$ converges.
222,,Infinite_Sequences_and_Series,Find the limit as $n$ approaches infinity of the infinite sequence $\frac{n}{n^2 + 1}$.
223,,Infinite_Sequences_and_Series,"Given the infinite sequence $a_n = \frac{1}{n^2}$, find the sum of the first 10 terms."
224,,Infinite_Sequences_and_Series,Prove that the infinite sequence $a_n = \frac{1}{n!}$ converges to 0 as $n$ approaches infinity.
225,,Infinite_Sequences_and_Series,Find the radius of convergence for the infinite series $\sum_{n=0}^\infty \frac{(-1)^n x^n}{n^2}$.
226,,Infinite_Sequences_and_Series,Determine if the infinite series $1 - \frac{1}{2} + \frac{1}{3} - \frac{1}{4} + ...$ converges or diverges.
227,,Infinite_Sequences_and_Series,Show that the infinite sequence $a_n = \frac{n^2 + 2n}{n^3 + 5}$ is convergent.
228,,Infinite_Sequences_and_Series,Find the value of $x$ for which the infinite series $\sum_{n=1}^\infty \frac{(-1)^n}{n^x}$ converges.
229,,Infinite_Sequences_and_Series,Prove the convergence of the infinite series $\sum_{n=1}^\infty \frac{n}{2^n}$.
230,,Infinite_Sequences_and_Series,"Find the sum of the first five terms of the geometric series 3, 6, 12, 24, ..."
231,,Infinite_Sequences_and_Series,"Determine whether the sequence 1, 2, 3, 4, ... is convergent or divergent."
232,,Infinite_Sequences_and_Series,"Find the general term of the arithmetic sequence 2, 5, 8, 11, ..."
233,,Infinite_Sequences_and_Series,Determine the interval of convergence for the power series ∑(x^n)/(2^n).
234,,Infinite_Sequences_and_Series,Evaluate the integral of f(x) = ∑(n/(3x^n)) from 0 to ∞.
235,,Infinite_Sequences_and_Series,Find the Maclaurin series of the function f(x) = e^(2x).
236,,Infinite_Sequences_and_Series,"Using the quotient test, determine the radius of convergence for the series ∑(n^3*x^n)/(n+1)^2."
237,,Infinite_Sequences_and_Series,Determine the value of x for which the infinite series 1 + x + x^2 + x^3 + ... converges.
238,,Infinite_Sequences_and_Series,Find the limit as n approaches infinity of the sequence 1/(n^2).
239,,Infinite_Sequences_and_Series,Find the equation of the tangent line to the curve defined by the series ∑(x^n)/(n!) at x = 0.
240,,Infinite_Sequences_and_Series,What is the limit of the sequence {n/3} as n approaches infinity?
241,,Infinite_Sequences_and_Series,Find the sum of the infinite series 1 + 1/2 + 1/4 + 1/8 + ...
242,,Infinite_Sequences_and_Series,Determine the convergence of the alternating series (-1)^n/n.
243,,Infinite_Sequences_and_Series,Calculate the radius of convergence for the power series ∑(n+1)^2x^n.
244,,Infinite_Sequences_and_Series,Find the Maclaurin series for cos(x) and determine the interval of convergence.
245,,Infinite_Sequences_and_Series,Prove that the series ∑(n+1)/(n^3) diverges.
246,,Infinite_Sequences_and_Series,"If the sequence {a_n} converges to a, show that the sequence {a_n^2} converges to a^2."
247,,Infinite_Sequences_and_Series,Determine whether the infinite series ∑(n^2)/(n+1)^3 converges or diverges.
248,,Infinite_Sequences_and_Series,Find the Taylor series centered at x=3 for the function f(x)=1/(x^2-9).
