,question,topic,quesiton
39,,Integration_and_Accumulation_of_Change,"Given that the acceleration of an object is equal to its velocity at any given time, determine the position function of the object if it starts at x = 0 with an initial velocity of 5 m/s."
40,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 3x^2 + 5
41,,Integration_and_Accumulation_of_Change,Calculate the definite integral from 0 to 4 of g(x) = x^3 + 2x + 1
42,,Integration_and_Accumulation_of_Change,Use the Fundamental Theorem of Calculus to find the derivative of F(x) = ∫(2x + 3)dx
43,,Integration_and_Accumulation_of_Change,"Determine the area between the curves f(x) = x^2 + 2x and g(x) = 4x + 1 over the interval [0, 2]."
44,,Integration_and_Accumulation_of_Change,The velocity of a particle at time t is given by v(t) = 3t^2. Find the position of the particle at t = 4 if its initial position is 2.
45,,Integration_and_Accumulation_of_Change,A population of bacteria grows according to the function P(t) = 100e^(0.5t). Find the total change in population between t = 0 and t = 10.
46,,Integration_and_Accumulation_of_Change,The rate of water emptying from a tank at time t is given by r(t) = 5t - 2. Find the total amount of water that has emptied from the tank between t = 2 and t = 7.
47,,Integration_and_Accumulation_of_Change,"Find the average value of g(x) = 5x + 2 over the interval [0, 3]."
48,,Integration_and_Accumulation_of_Change,The force on an object at time t is given by F(t) = 3t + 4. Find the work done by the force between t = 1 and t = 5.
49,,Integration_and_Accumulation_of_Change,"A bird is flying at a constant speed of 10 m/s. If its height above the ground at time t is given by h(t) = 5t + 2, find the total distance traveled by the bird between t = 2 and t = 6."
50,,Integration_and_Accumulation_of_Change,Find the antiderivative of f(x) = 3x^2 + 5.
51,,Integration_and_Accumulation_of_Change,Use integration to find the area under the curve y = 2x from x = 0 to x = 3.
52,,Integration_and_Accumulation_of_Change,What is the relationship between a function and its antiderivative?
53,,Integration_and_Accumulation_of_Change,Find the indefinite integral of cos(2x).
54,,Integration_and_Accumulation_of_Change,Solve the differential equation dy/dx = 2x.
55,,Integration_and_Accumulation_of_Change,Calculate the definite integral of f(x) = x^2 - 4x from x = -1 to x = 2.
56,,Integration_and_Accumulation_of_Change,"Determine the average value of f(x) = 2x + 3 on the interval [0,2]."
57,,Integration_and_Accumulation_of_Change,Use the Fundamental Theorem of Calculus to evaluate ∫cos(x) dx from 0 to π.
58,,Integration_and_Accumulation_of_Change,"Find the area between the curve y = x^2 and the x-axis on the interval [0,3]."
59,,Integration_and_Accumulation_of_Change,Evaluate ∫2x(1+5x^2)dx using u-substitution.
60,,Integration_and_Accumulation_of_Change,What is the definite integral of f(x) = 2x + 3 from x=0 to x=5?
61,,Integration_and_Accumulation_of_Change,Calculate the indefinite integral of g(x) = 4x^3 + 6x^2 + 2x + 9.
62,,Integration_and_Accumulation_of_Change,A car is traveling at a constant speed of 50 mph. What is the total distance traveled in 2 hours?
63,,Integration_and_Accumulation_of_Change,"Find the area bounded by the curves y = x^2, y = 2x + 3, and the x-axis."
64,,Integration_and_Accumulation_of_Change,"A factory produces 1000 widgets per day, with production increasing by 5% every week. How many widgets will be produced in 4 weeks?"
65,,Integration_and_Accumulation_of_Change,Evaluate the integral of h(t) = 1/t from t = 3 to t = 9.
66,,Integration_and_Accumulation_of_Change,"The rate of change of a population is given by p'(t) = 0.02t + 100, where t is in days. How many people are expected to be in the population after 3 months?"
67,,Integration_and_Accumulation_of_Change,Find the volume of the solid generated by rotating the region bounded by y = x^2 and y = 4x around the y-axis.
68,,Integration_and_Accumulation_of_Change,A tank initially contains 100 gallons of water. Water is being drained from the tank at a rate of 5 gallons per minute. How much water will be left in the tank after 20 minutes?
69,,Integration_and_Accumulation_of_Change,Evaluate the integral of f(x) = 3e^x from x = 0 to x = 2.
70,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = 3x^2 + 4x + 1 from x = 0 to x = 5.
71,,Integration_and_Accumulation_of_Change,Calculate the area bounded by the curve y = sin(x) and the x-axis from x = 0 to x = π.
72,,Integration_and_Accumulation_of_Change,"A car travels with velocity v(t) = 30 + 5t m/s, where t is measured in seconds. Find the displacement of the car after 10 seconds."
73,,Integration_and_Accumulation_of_Change,What is the total work done in pumping water out of a cylindrical tank with a height of 10 meters and a radius of 5 meters if the water level drops by 2 meters?
74,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis with a velocity of v(t) = t^2 + 2t - 3 m/s. Find the displacement of the particle from t = 5 to t = 8.
75,,Integration_and_Accumulation_of_Change,Calculate the volume of the solid generated by rotating the region bounded by y = x^2 and y = 2x about the y-axis.
76,,Integration_and_Accumulation_of_Change,"The rate of change of a population of bacteria is given by P'(t) = 0.02P, where P is the population at time t. If there are 1000 bacteria initially, find the total population after 10 hours."
77,,Integration_and_Accumulation_of_Change,"A company's revenue, in thousands of dollars, is given by R(t) = 5t^2 + 20t + 100, where t is the number of years since the start of the company. Find the total revenue earned in the first 5 years."
78,,Integration_and_Accumulation_of_Change,Find the area between the curves y = x^2 and y = 4x + 3 for values of x between -1 and 3.
79,,Integration_and_Accumulation_of_Change,"A tank initially contains 100 liters of water, and water is being poured into the tank at a rate of 5 liters per minute. If the tank can hold a maximum of 500 liters, how long will it take to fill the tank completely?"
80,,Integration_and_Accumulation_of_Change,"Find the definite integral of f(x) = 3x^2 + 4x, from x = 0 to x = 5."
81,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t) = 5t + 2, find the displacement of the object from t = 0 to t = 4."
82,,Integration_and_Accumulation_of_Change,"A tank initially contains 500 gallons of water. If water is leaking out of the tank at a rate of 10 gallons per hour, how much water is left after 8 hours?"
83,,Integration_and_Accumulation_of_Change,Determine the area under the curve of f(x) = 4x + 2 from x = 0 to x = 3.
84,,Integration_and_Accumulation_of_Change,"The rate of change of a population is given by P'(t) = 0.01t + 5. If the population starts at 10 people, find the population after 10 years."
85,,Integration_and_Accumulation_of_Change,"Find the total work done by a force of 2x^2 + 5x + 3 N over the interval [1,2]."
86,,Integration_and_Accumulation_of_Change,A car is accelerating at a rate of 3t^2 m/s^2. Find the distance traveled by the car from t = 0 to t = 5 seconds.
87,,Integration_and_Accumulation_of_Change,"Given the function g(x) = x^3 + 2x + 1, find the area bounded by the x-axis and the graph of g(x) from x = 1 to x = 3."
88,,Integration_and_Accumulation_of_Change,"Refrigerator A is unplugged and losing a temperature of 1 degree Celsius per minute. Refrigerator B is plugged in and gaining a temperature of 2 degrees Celsius per minute. If both refrigerators start at 20 degrees Celsius, at what time will they have the same temperature?"
89,,Integration_and_Accumulation_of_Change,"The rate of change of a chemical reaction is given by r'(t) = 2sin(t) + 3cos(t). If the reaction starts at time t = 0, find the total change in the reaction from t = 0 to t = 4."
90,,Integration_and_Accumulation_of_Change,What is the integral of x^2?
91,,Integration_and_Accumulation_of_Change,Find the area under the curve y = x^3 from x = 0 to x = 2.
92,,Integration_and_Accumulation_of_Change,Evaluate the definite integral of sin(x) from x = 0 to x = π.
93,,Integration_and_Accumulation_of_Change,Determine the total distance traveled by an object with velocity v(t) = 2t - 3 from t = 0 to t = 5.
94,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis according to the position function x(t) = e^t. Find the total displacement of the particle from t = 1 to t = 4.
95,,Integration_and_Accumulation_of_Change,What is the anti-derivative of 5x^2 + 6x?
96,,Integration_and_Accumulation_of_Change,"Find the average value of f(x) = x^3 on the interval [0,1]."
97,,Integration_and_Accumulation_of_Change,Calculate the net change in population from t = 0 to t = 10 if the rate of change of a population is dP/dt = 5t^2 - 8t + 3.
98,,Integration_and_Accumulation_of_Change,"A tank is filled with water at a rate of 3 gallons per minute. If there are 20 gallons of water in the tank initially, how much water is in the tank after 10 minutes?"
99,,Integration_and_Accumulation_of_Change,"The function f(x) represents the velocity of an object at time t. Find the displacement of the object from t = 0 to t = 4, given that f(t) = t^2 - 4t + 3."
100,,Integration_and_Accumulation_of_Change,Find the definite integral of the function f(x) = 3x^2 + 6x + 2 from x = 0 to x = 5.
101,,Integration_and_Accumulation_of_Change,"Given the velocity of an object in feet per second as v(t) = 5t - 2, find the displacement of the object from t = 0 to t = 10 seconds."
102,,Integration_and_Accumulation_of_Change,"A tank initially contains 1000 gallons of water. Water is being pumped into the tank at a rate of 50 gallons per minute, while the water is being drained out at a rate of 20 gallons per minute. How long will it take for the tank to be completely filled?"
103,,Integration_and_Accumulation_of_Change,"The population of a city is given by the function P(t) = 500,000e^(0.05t), where t is measured in years. Find the total increase in population from t = 0 to t = 10 years."
104,,Integration_and_Accumulation_of_Change,A ball is thrown upward with an initial velocity of 30 ft/s from a building that is 100 feet tall. How long will it take for the ball to reach the ground?
105,,Integration_and_Accumulation_of_Change,"The rate at which rain is falling onto a flat surface at a certain time is given by r(t) = 2t + 5, where t is measured in minutes and r(t) is measured in inches per hour. Find the total amount of rain that has fallen from t = 0 to t = 30 minutes."
106,,Integration_and_Accumulation_of_Change,"A particle moves along a coordinate axis with a velocity given by v(t) = 4t - 2, where t is measured in seconds and v(t) is measured in meters per second. Find the total distance traveled by the particle from t = 0 to t = 6 seconds."
107,,Integration_and_Accumulation_of_Change,"The total revenue generated by a company is given by the function R(x) = 50x^2 - 20x, where x is the number of units sold. How many units must be sold to maximize revenue and what is the maximum revenue?"
108,,Integration_and_Accumulation_of_Change,"A car is driving along a straight road with a velocity given by v(t) = 60 + 2t, where t is measured in seconds and v(t) is measured in miles per hour. How far has the car traveled from t = 0 to t = 3 seconds?"
109,,Integration_and_Accumulation_of_Change,The rate at which heat is being transferred from a hot object is given by Q(t) = 100t -
110,,Integration_and_Accumulation_of_Change,Determine the indefinite integral of f(x) = 2x + sin(x).
111,,Integration_and_Accumulation_of_Change,Find the area under the curve y = x^2 + 3x between x = 1 and x = 5.
112,,Integration_and_Accumulation_of_Change,Calculate the definite integral of g(t) = 4t^2 - 6t + 10 from t = -2 to t = 2.
113,,Integration_and_Accumulation_of_Change,Find the total displacement of a particle with position function s(t) = 4t^3 - 2t^2 + 7t between t = 1 and t = 5.
114,,Integration_and_Accumulation_of_Change,"What is the average value of h(x) = 3x^4 + cos(x) on the interval [0, π]?"
115,,Integration_and_Accumulation_of_Change,A car accelerates from 10 m/s to 25 m/s in the first 5 seconds. What distance does the car travel during this time?
116,,Integration_and_Accumulation_of_Change,"Calculate the net change in the population of a city over a 5-year period if the population is modeled by P(t) = 500t^2 + 1000t + 10,000 where t represents years."
117,,Integration_and_Accumulation_of_Change,Find the work done by a force of 15 N pushing a block 10 meters up a ramp at a 30-degree angle.
118,,Integration_and_Accumulation_of_Change,"The velocity of a moving object is given by v(t) = 8t - 2. Find its displacement over the interval [2, 6]."
119,,Integration_and_Accumulation_of_Change,A tank is being filled with water at a rate of 5 liters/minute. How much water is in the tank after 20 minutes if the initial amount of water was 10 liters?
120,,Integration_and_Accumulation_of_Change,What is the value of ∫ x^2 + 1 dx from 0 to 5?
121,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 3x^2 + 2x + 1.
122,,Integration_and_Accumulation_of_Change,"If the velocity of an object is given by v(t) = t^3 + 2t, what is the displacement of the object from t=0 to t=3?"
123,,Integration_and_Accumulation_of_Change,What is the total area under the curve of y = 2x between x=0 and x=4?
124,,Integration_and_Accumulation_of_Change,Find the antiderivative of sin(x) + 2cos(x).
125,,Integration_and_Accumulation_of_Change,"If revenue is given by R(x) = 2x^2 + 5x, what is the total profit when x=4?"
126,,Integration_and_Accumulation_of_Change,What is the definite integral of e^x - 2x from x=0 to x=3?
127,,Integration_and_Accumulation_of_Change,A tank initially contains 50 gallons of water and is being drained at a rate of 5 gallons per minute. How much water is left in the tank after 10 minutes?
128,,Integration_and_Accumulation_of_Change,"Find the area bounded by y = x^3, x-axis, and the lines x=0 and x=2."
129,,Integration_and_Accumulation_of_Change,"If the rate of change of velocity is given by a(t) = t + 2, what is the velocity of the object when t=5 if the initial velocity was 3?"
130,,Integration_and_Accumulation_of_Change,What is the integral of 2x + 3 from 1 to 5?
131,,Integration_and_Accumulation_of_Change,Find the area under the curve y = x^2 + 3x + 4 from x = 1 to x = 5.
132,,Integration_and_Accumulation_of_Change,A car is accelerating at a rate of 3 m/s^2. How far has it travelled after 5 seconds?
133,,Integration_and_Accumulation_of_Change,"The rate of change of population P is given by dP/dt = 0.05P. If P(0) = 1000, what is the population after 10 years?"
134,,Integration_and_Accumulation_of_Change,What is the total distance covered by an object if its velocity is v(t) = 2t - 3 m/s for 5 seconds?
135,,Integration_and_Accumulation_of_Change,"A tank initially holds 1000 gallons of water. Water is pumped into the tank at a rate of 10 gallons per minute, and water is drained out at a rate of 5 gallons per minute. After 10 minutes, how much water is in the tank?"
136,,Integration_and_Accumulation_of_Change,An airplane is flying at a constant speed of 500 miles per hour. How far has it travelled after flying for 6 hours?
137,,Integration_and_Accumulation_of_Change,"If the velocity of a particle is given by v(t) = 4t - 3 at time t seconds, what is the position of the particle at t = 10 seconds?"
138,,Integration_and_Accumulation_of_Change,A car is travelling at a speed of 60 miles per hour. How long will it take to travel 200 miles?
139,,Integration_and_Accumulation_of_Change,"The rate of change of the concentration of a chemical in a tank is given by dC/dt = 5x + 7, where x is the volume of the tank. If the initial concentration is 10 mol/L and the volume at t = 0 is 5L, what is the concentration after 2 minutes?"
140,,Integration_and_Accumulation_of_Change,Evaluate the integral ∫ (3x^2 + 4x) dx from x = 0 to x = 5.
141,,Integration_and_Accumulation_of_Change,Find the area under the curve y = 2x + 5 from x = 0 to x = 6.
142,,Integration_and_Accumulation_of_Change,Calculate the total distance traveled by a car with velocity function v(t) = 5t + 10 from t = 0 to t = 6.
143,,Integration_and_Accumulation_of_Change,Use integration to find the volume of a sphere with radius r = 3.
144,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^3 + 3x^2 on the interval [2, 5]."
145,,Integration_and_Accumulation_of_Change,"Calculate the work done by a force F(x) = 2x + 3 over the interval [1, 10]."
146,,Integration_and_Accumulation_of_Change,Find the total profit from selling x units of a product at a price of p(x) = 100 - 2x dollars.
147,,Integration_and_Accumulation_of_Change,Evaluate the integral ∫ cos^2(x) dx from x = 0 to x = π/2.
148,,Integration_and_Accumulation_of_Change,Use integration to determine the displacement of an object given its velocity function v(t) = t^2 - 10t + 20 from t = 0 to t = 3.
149,,Integration_and_Accumulation_of_Change,"Find the area between the curves y = x^2 - 4 and y = 2x + 3 on the interval [-2, 3]."
150,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 2x + 3.
151,,Integration_and_Accumulation_of_Change,"Evaluate the definite integral ∫(0, 5) x^2 dx."
152,,Integration_and_Accumulation_of_Change,Use integration to find the area under the curve y = 2x + 1 from x = 0 to x = 4.
153,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^2 on the interval [0, 2]."
154,,Integration_and_Accumulation_of_Change,"Given a rate of change function f(t), what is the total change in the quantity over a certain time period?"
155,,Integration_and_Accumulation_of_Change,Find the integral of the velocity function of an object to determine its displacement over a given time interval.
156,,Integration_and_Accumulation_of_Change,"Using integration, find the total work done by a variable force over a given distance interval."
157,,Integration_and_Accumulation_of_Change,"Use the fundamental theorem of calculus to find the derivative of ∫(0, x^2) sin(t) dt."
158,,Integration_and_Accumulation_of_Change,"If the rate of change of a function is given by f'(t) = 5/t, what is the original function f(t)?"
159,,Integration_and_Accumulation_of_Change,How can integration be used to calculate the volume of a three-dimensional object?
160,,Integration_and_Accumulation_of_Change,Find the definite integral of x^2 from 0 to 5.
161,,Integration_and_Accumulation_of_Change,Use integration to find the area under the curve y = 2x^3 - 6x^2 + 5 from x = 0 to x = 3.
162,,Integration_and_Accumulation_of_Change,"If the displacement of an object is given by s(t) = 4t^2 + 3t + 2, what is the total distance traveled from t = 1 to t = 5?"
163,,Integration_and_Accumulation_of_Change,Use integration to calculate the volume of a solid with a circular base of radius 4 and a height of 6.
164,,Integration_and_Accumulation_of_Change,"What is the average value of f(x) = 3x^2 + 5x - 2 on the interval [1, 4]?"
165,,Integration_and_Accumulation_of_Change,Find the derivative of the integral of 2x from x = 0 to x = t.
166,,Integration_and_Accumulation_of_Change,"Given that the rate of change of f(x) is f'(x) = 2x - 3, what is the value of f(5) if f(0) = 2?"
167,,Integration_and_Accumulation_of_Change,The velocity of a particle moving along a straight line is given by v(t) = 8 - 4t. What is the total displacement of the particle from t = 0 to t = 3?
168,,Integration_and_Accumulation_of_Change,"Use integration to find the average value of f(x) = 2/x on the interval [2, 5]."
169,,Integration_and_Accumulation_of_Change,"Find the area of the region bounded by y = x^2, y = 2x, and the x-axis."
170,,Integration_and_Accumulation_of_Change,What is the indefinite integral of f(x) = 3x^2 + 5x - 8?
171,,Integration_and_Accumulation_of_Change,Find the definite integral from 1 to 4 of f(x) = x^2 + 5x.
172,,Integration_and_Accumulation_of_Change,What is the antiderivative of g(x) = 2/x?
173,,Integration_and_Accumulation_of_Change,Calculate the area under the curve f(x) = 4x + 2 from x = 1 to x = 5.
174,,Integration_and_Accumulation_of_Change,What is the average value of f(x) = 2x^3 + 3x^2 - 10 for x from 0 to 2?
175,,Integration_and_Accumulation_of_Change,Find the antiderivative of h(x) = 3/(x^2 - 4).
176,,Integration_and_Accumulation_of_Change,Calculate the definite integral from -1 to 3 of f(x) = e^(2x).
177,,Integration_and_Accumulation_of_Change,What is the total displacement of an object moving at a velocity of v(t) = 2t + 5 from t = 0 to t = 4?
178,,Integration_and_Accumulation_of_Change,Find the integral of f(x) = sin(x) + 2cos(x) from x = 0 to x = 2π.
179,,Integration_and_Accumulation_of_Change,What is the area between the curves f(x) = x^2 and g(x) = x for x from 1 to 3?
180,,Integration_and_Accumulation_of_Change,"Find the definite integral of f(x) = 3x + 5 on the interval [0, 3]."
181,,Integration_and_Accumulation_of_Change,"Use integration to find the area bounded by the curve y = x^2 and the x-axis on the interval [-1, 1]."
182,,Integration_and_Accumulation_of_Change,"A car's velocity is given by v(t) = t^2 + t, where t is the time in seconds. Find the total distance traveled by the car from t = 0 to t = 5."
183,,Integration_and_Accumulation_of_Change,"Find the value of k such that the function f(x) = kx^3 has an average rate of change of 2 over the interval [0, 2]."
184,,Integration_and_Accumulation_of_Change,Use integration to find the volume of the solid generated by rotating the region bounded by the curves y = x^2 and y = 3x around the x-axis.
185,,Integration_and_Accumulation_of_Change,"The rate of evaporation of water from a pot is given by r(t) = -0.5t + 1, where t is the time in minutes. How much water has evaporated after 20 minutes?"
186,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^2 over the interval [-2, 2]."
187,,Integration_and_Accumulation_of_Change,"The population of a city is modeled by the function P(t) = 1000e^(0.01t), where t is the time in years. How many people were living in the city at the end of the 10th year?"
188,,Integration_and_Accumulation_of_Change,Calculate the work done by a force F(x) = 3x^2 - 4x + 5 in moving an object from x = 1 to x = 5.
189,,Integration_and_Accumulation_of_Change,"The concentration of a chemical in a tank is given by C(t) = 2t/(t^2+1), where t is the time in hours. Find the total amount of the chemical that has entered the tank between t = 2 and t = 5."
190,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 3x^2 + 2x + 5
191,,Integration_and_Accumulation_of_Change,Evaluate the definite integral of f(x) = 2x + 6 from x = 0 to x = 5
192,,Integration_and_Accumulation_of_Change,Calculate the area under the curve y = x^2 from x = 1 to x = 3
193,,Integration_and_Accumulation_of_Change,What is the total distance traveled by an object with velocity v(t) = 5t + 1 from t = 0 to t = 4?
194,,Integration_and_Accumulation_of_Change,Find the antiderivative of f(x) = 3sin(x)
195,,Integration_and_Accumulation_of_Change,A pump is filling a pool at a rate of 10 gallons per minute. How much water is in the pool after 20 minutes?
196,,Integration_and_Accumulation_of_Change,Evaluate the integral of f(x) = 2e^x - 3x from x = 1 to x = 5
197,,Integration_and_Accumulation_of_Change,A car is traveling at a constant acceleration of 2 m/s^2. Calculate its position after 5 seconds if it started at x = 0.
198,,Integration_and_Accumulation_of_Change,What is the accumulated depreciation after 10 years for a car that depreciates at a rate of $1000 per year?
199,,Integration_and_Accumulation_of_Change,"The rate of change of a population is given by P'(t) = 100 - 2t, where t is measured in years. Find the total change in population from t = 0 to t = 10."
200,,Integration_and_Accumulation_of_Change,"Find the definite integral of f(x) = 2x + 3 over the interval [1, 4]."
201,,Integration_and_Accumulation_of_Change,"Use integration to find the area bounded by the x-axis and the function f(x) = x^2 - 4x + 3 over the interval [0, 4]."
202,,Integration_and_Accumulation_of_Change,"A ball's position is given by s(t) = 2t^3 - 6t^2 + 10t, where t is in seconds and s is in meters. Find the total distance traveled by the ball from t = 0 to t = 5 seconds."
203,,Integration_and_Accumulation_of_Change,"The rate of change of population, P, in a town is given by dP/dt = 2t^2 + 10t + 20, where t is in years. If the initial population of the town is 100, find the total change in population after 10 years."
204,,Integration_and_Accumulation_of_Change,"Find the volume of the solid formed by rotating the region bounded by y = x^2, x = 0, and x = 2 about the y-axis."
205,,Integration_and_Accumulation_of_Change,"A car's velocity is given by v(t) = 3t^2 - 6t + 10, where t is in seconds and v is in meters per second. Find the total distance traveled by the car from t = 0 to t = 3 seconds."
206,,Integration_and_Accumulation_of_Change,Use the disk method to find the volume of the solid formed by rotating the region bounded by y = x^3 and the y-axis about the line y = -1.
207,,Integration_and_Accumulation_of_Change,"An object is moving along the x-axis with a velocity given by v(t) = 4t - 3 m/s. If the object's initial position is 5 meters, find its position after 10 seconds."
208,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^2 + 4x on the interval [-2, 2]."
209,,Integration_and_Accumulation_of_Change,"Use integration to find the area of the region bounded by y = 2x^2 + 3x + 1 and the x-axis over the interval [-1, 3]."
210,,Integration_and_Accumulation_of_Change,What is the integral of 2x dx?
211,,Integration_and_Accumulation_of_Change,Find the indefinite integral of cos(x).
212,,Integration_and_Accumulation_of_Change,Evaluate the definite integral from 0 to 3 of (x^2 + 3x + 1) dx.
213,,Integration_and_Accumulation_of_Change,"Determine the area under the curve y = 4x^3 + 2x^2 + 5x + 3 on the interval [2, 5]."
214,,Integration_and_Accumulation_of_Change,What is the antiderivative of e^(2x)?
215,,Integration_and_Accumulation_of_Change,A particle is moving along the x-axis with a velocity of v(t) = t^2 - t + 2. Find the displacement of the particle after 5 seconds.
216,,Integration_and_Accumulation_of_Change,Calculate the definite integral from 1 to 4 of 1/x dx.
217,,Integration_and_Accumulation_of_Change,"Given the function f(x) = 3sin(x), find the definite integral from 0 to π/2."
218,,Integration_and_Accumulation_of_Change,"The demand function for a product is p(x) = 15/(x+3)^2, where x is the quantity demanded. Find the total revenue generated by selling 100 units of the product."
219,,Integration_and_Accumulation_of_Change,A rectangular tank with a length of 10 meters and a width of 5 meters is being filled with water at a rate of 2 cubic meters per minute. How long will it take to fill the tank if the depth of the water starts at 0 meters and reaches 8 meters?
